State,Date,Hourly Demand Met (in MW)
Delhi - 2022,05-Jan 3pm,3581.72
Delhi - 2022,05-Jan 4pm,3508.28
Delhi - 2022,05-Jan 5pm,3616.73
Delhi - 2022,05-Jan 6pm,3744.97
Delhi - 2022,05-Jan 7pm,3612.15
Delhi - 2022,05-Jan 8pm,3333.82
Delhi - 2022,05-Jan 9pm,3068.17
Delhi - 2022,05-Jan 10pm,2717.25
Delhi - 2022,05-Jan 11pm,2263.84
Delhi - 2022,06-Jan 12am,1886.68
Delhi - 2022,06-Jan 1am,1670.34
Delhi - 2022,06-Jan 2am,1577.55
Delhi - 2022,06-Jan 3am,1536.13
Delhi - 2022,06-Jan 4am,1590.90
Delhi - 2022,06-Jan 5am,1793.86
Delhi - 2022,06-Jan 6am,2230.47
Delhi - 2022,06-Jan 7am,2832.14
Delhi - 2022,06-Jan 8am,3595.10
Delhi - 2022,06-Jan 9am,4182.81
Delhi - 2022,06-Jan 10am,4250.50
Delhi - 2022,06-Jan 11am,4192.79
Delhi - 2022,06-Jan 12pm,4047.89
Delhi - 2022,06-Jan 1pm,3604.20
Delhi - 2022,06-Jan 2pm,3517.55
Delhi - 2022,06-Jan 3pm,3386.59
Delhi - 2022,06-Jan 4pm,3326.01
Delhi - 2022,06-Jan 5pm,3445.14
Delhi - 2022,06-Jan 6pm,3595.09
Delhi - 2022,06-Jan 7pm,3519.26
Delhi - 2022,06-Jan 8pm,3255.62
Delhi - 2022,06-Jan 9pm,3012.95
Delhi - 2022,06-Jan 10pm,2727.27
Delhi - 2022,06-Jan 11pm,2285.75
Delhi - 2022,07-Jan 12am,1938.95
Delhi - 2022,07-Jan 1am,1739.26
Delhi - 2022,07-Jan 2am,1630.62
Delhi - 2022,07-Jan 3am,1596.53
Delhi - 2022,07-Jan 4am,1655.81
Delhi - 2022,07-Jan 5am,1905.16
Delhi - 2022,07-Jan 6am,2479.69
Delhi - 2022,07-Jan 7am,3291.17
Delhi - 2022,07-Jan 8am,3967.13
Delhi - 2022,07-Jan 9am,4337.79
Delhi - 2022,07-Jan 10am,4537.78
Delhi - 2022,07-Jan 11am,4528.02
Delhi - 2022,07-Jan 12pm,4311.13
Delhi - 2022,07-Jan 1pm,3839.39
Delhi - 2022,07-Jan 2pm,3601.68
Delhi - 2022,07-Jan 3pm,3429.45
Delhi - 2022,07-Jan 4pm,3350.57
Delhi - 2022,07-Jan 5pm,3451.91
Delhi - 2022,07-Jan 6pm,3582.49
Delhi - 2022,07-Jan 7pm,3449.13
Delhi - 2022,07-Jan 8pm,3161.07
Delhi - 2022,07-Jan 9pm,2915.58
Delhi - 2022,07-Jan 10pm,2619.27
Delhi - 2022,07-Jan 11pm,2217.22
Delhi - 2022,08-Jan 12am,1851.81
Delhi - 2022,08-Jan 1am,1634.53
Delhi - 2022,08-Jan 2am,1528.90
Delhi - 2022,08-Jan 3am,1461.89
Delhi - 2022,08-Jan 4am,1411.41
Delhi - 2022,08-Jan 5am,1626.94
Delhi - 2022,08-Jan 6am,1949.43
Delhi - 2022,08-Jan 7am,2435.89
Delhi - 2022,08-Jan 8am,2919.83
Delhi - 2022,08-Jan 9am,3152.40
Delhi - 2022,08-Jan 10am,3327.37
Delhi - 2022,08-Jan 11am,3303.56
Delhi - 2022,08-Jan 12pm,3225.84
Delhi - 2022,08-Jan 1pm,3007.13
Delhi - 2022,08-Jan 2pm,2807.78
Delhi - 2022,08-Jan 3pm,2598.16
Delhi - 2022,08-Jan 4pm,2467.84
Delhi - 2022,08-Jan 5pm,2602.00
Delhi - 2022,08-Jan 6pm,2824.34
Delhi - 2022,08-Jan 7pm,2795.91
Delhi - 2022,08-Jan 8pm,2696.41
Delhi - 2022,08-Jan 9pm,2569.15
Delhi - 2022,08-Jan 10pm,2276.17
Delhi - 2022,08-Jan 11pm,1926.85
Delhi - 2022,09-Jan 12am,1620.46
Delhi - 2022,09-Jan 1am,1563.82
Delhi - 2022,09-Jan 2am,1517.01
Delhi - 2022,09-Jan 3am,1451.54
Delhi - 2022,09-Jan 4am,1457.09
Delhi - 2022,09-Jan 5am,1576.98
Delhi - 2022,09-Jan 6am,1892.78
Delhi - 2022,09-Jan 7am,2367.44
Delhi - 2022,09-Jan 8am,2938.53
Delhi - 2022,09-Jan 9am,3370.74
Delhi - 2022,09-Jan 10am,3677.63
Delhi - 2022,09-Jan 11am,3779.30
Delhi - 2022,09-Jan 12pm,3628.82
Delhi - 2022,09-Jan 1pm,3333.71
Delhi - 2022,09-Jan 2pm,3024.55
Delhi - 2022,09-Jan 3pm,2754.66
Delhi - 2022,09-Jan 4pm,2576.31
Delhi - 2022,09-Jan 5pm,2719.19
Delhi - 2022,09-Jan 6pm,2910.58
Delhi - 2022,09-Jan 7pm,2892.30
Delhi - 2022,09-Jan 8pm,2797.22
Delhi - 2022,09-Jan 9pm,2688.94
Delhi - 2022,09-Jan 10pm,2411.10
Delhi - 2022,09-Jan 11pm,1987.24
Delhi - 2022,10-Jan 12am,1666.34
Delhi - 2022,10-Jan 1am,1468.78
Delhi - 2022,10-Jan 2am,1389.94
Delhi - 2022,10-Jan 3am,1371.05
Delhi - 2022,10-Jan 4am,1438.43
Delhi - 2022,10-Jan 5am,1702.82
Delhi - 2022,10-Jan 6am,2282.51
Delhi - 2022,10-Jan 7am,3156.99
Delhi - 2022,10-Jan 8am,3932.60
Delhi - 2022,10-Jan 9am,4330.16
Delhi - 2022,10-Jan 10am,4574.45
Delhi - 2022,10-Jan 11am,4471.34
Delhi - 2022,10-Jan 12pm,4218.00
Delhi - 2022,10-Jan 1pm,3757.72
Delhi - 2022,10-Jan 2pm,3615.12
Delhi - 2022,10-Jan 3pm,3429.33
Delhi - 2022,10-Jan 4pm,3355.17
Delhi - 2022,10-Jan 5pm,3478.12
Delhi - 2022,10-Jan 6pm,3663.24
Delhi - 2022,10-Jan 7pm,3587.50
Delhi - 2022,10-Jan 8pm,3348.45
Delhi - 2022,10-Jan 9pm,3111.72
Delhi - 2022,10-Jan 10pm,2798.18
Delhi - 2022,10-Jan 11pm,2316.79
Delhi - 2022,11-Jan 12am,1923.37
Delhi - 2022,11-Jan 1am,1684.86
Delhi - 2022,11-Jan 2am,1577.26
Delhi - 2022,11-Jan 3am,1541.77
Delhi - 2022,11-Jan 4am,1588.71
Delhi - 2022,11-Jan 5am,1838.34
Delhi - 2022,11-Jan 6am,2399.76
Delhi - 2022,11-Jan 7am,3275.90
Delhi - 2022,11-Jan 8am,4013.12
Delhi - 2022,11-Jan 9am,4331.11
Delhi - 2022,11-Jan 10am,4498.38
Delhi - 2022,11-Jan 11am,4386.32
Delhi - 2022,11-Jan 12pm,4099.64
Delhi - 2022,11-Jan 1pm,3633.04
Delhi - 2022,11-Jan 2pm,3466.67
Delhi - 2022,11-Jan 3pm,3379.09
Delhi - 2022,11-Jan 4pm,3362.93
Delhi - 2022,11-Jan 5pm,3560.54
Delhi - 2022,11-Jan 6pm,3754.14
Delhi - 2022,11-Jan 7pm,3666.89
Delhi - 2022,11-Jan 8pm,3434.30
Delhi - 2022,11-Jan 9pm,3195.00
Delhi - 2022,11-Jan 10pm,2847.41
Delhi - 2022,11-Jan 11pm,2336.87
Delhi - 2022,12-Jan 12am,1932.78
Delhi - 2022,12-Jan 1am,1706.39
Delhi - 2022,12-Jan 2am,1593.67
Delhi - 2022,12-Jan 3am,1547.66
Delhi - 2022,12-Jan 4am,1602.38
Delhi - 2022,12-Jan 5am,1837.46
Delhi - 2022,12-Jan 6am,2419.37
Delhi - 2022,12-Jan 7am,3274.35
Delhi - 2022,12-Jan 8am,4030.84
Delhi - 2022,12-Jan 9am,4383.08
Delhi - 2022,12-Jan 10am,4600.39
Delhi - 2022,12-Jan 11am,4559.33
Delhi - 2022,12-Jan 12pm,4253.34
Delhi - 2022,12-Jan 1pm,3770.02
Delhi - 2022,12-Jan 2pm,3608.03
Delhi - 2022,12-Jan 3pm,3435.97
Delhi - 2022,12-Jan 4pm,3403.07
Delhi - 2022,12-Jan 5pm,3504.78
Delhi - 2022,12-Jan 6pm,3724.44
Delhi - 2022,12-Jan 7pm,3676.40
Delhi - 2022,12-Jan 8pm,3430.52
Delhi - 2022,12-Jan 9pm,3202.51
Delhi - 2022,12-Jan 10pm,2894.81
Delhi - 2022,12-Jan 11pm,2396.65
Delhi - 2022,13-Jan 12am,1971.41
Delhi - 2022,13-Jan 1am,1727.86
Delhi - 2022,13-Jan 2am,1622.03
Delhi - 2022,13-Jan 3am,1576.33
Delhi - 2022,13-Jan 4am,1617.29
Delhi - 2022,13-Jan 5am,1855.46
Delhi - 2022,13-Jan 6am,2396.60
Delhi - 2022,13-Jan 7am,3272.60
Delhi - 2022,13-Jan 8am,3966.29
Delhi - 2022,13-Jan 9am,4340.22
Delhi - 2022,13-Jan 10am,4577.33
Delhi - 2022,13-Jan 11am,4515.12
Delhi - 2022,13-Jan 12pm,4282.70
Delhi - 2022,13-Jan 1pm,3861.82
Delhi - 2022,13-Jan 2pm,3714.07
Delhi - 2022,13-Jan 3pm,3540.30
Delhi - 2022,13-Jan 4pm,3467.41
Delhi - 2022,13-Jan 5pm,3566.19
Delhi - 2022,13-Jan 6pm,3780.82
Delhi - 2022,13-Jan 7pm,3685.49
Delhi - 2022,13-Jan 8pm,3413.29
Delhi - 2022,13-Jan 9pm,3156.80
Delhi - 2022,13-Jan 10pm,2881.67
Delhi - 2022,13-Jan 11pm,2421.83
Delhi - 2022,14-Jan 12am,2004.77
Delhi - 2022,14-Jan 1am,1770.23
Delhi - 2022,14-Jan 2am,1648.79
Delhi - 2022,14-Jan 3am,1602.97
Delhi - 2022,14-Jan 4am,1678.19
Delhi - 2022,14-Jan 5am,1964.22
Delhi - 2022,14-Jan 6am,2627.83
Delhi - 2022,14-Jan 7am,3547.40
Delhi - 2022,14-Jan 8am,4325.45
Delhi - 2022,14-Jan 9am,4754.73
Delhi - 2022,14-Jan 10am,5046.07
Delhi - 2022,14-Jan 11am,4962.08
Delhi - 2022,14-Jan 12pm,4671.89
Delhi - 2022,14-Jan 1pm,4013.78
Delhi - 2022,14-Jan 2pm,3879.12
Delhi - 2022,14-Jan 3pm,3728.23
Delhi - 2022,14-Jan 4pm,3619.88
Delhi - 2022,14-Jan 5pm,3696.22
Delhi - 2022,14-Jan 6pm,3860.73
Delhi - 2022,14-Jan 7pm,3758.24
Delhi - 2022,14-Jan 8pm,3541.19
Delhi - 2022,14-Jan 9pm,3318.56
Delhi - 2022,14-Jan 10pm,2969.54
Delhi - 2022,14-Jan 11pm,2455.27
Delhi - 2022,15-Jan 12am,2029.44
Delhi - 2022,15-Jan 1am,1772.64
Delhi - 2022,15-Jan 2am,1652.72
Delhi - 2022,15-Jan 3am,1587.35
Delhi - 2022,15-Jan 4am,1634.04
Delhi - 2022,15-Jan 5am,1819.38
Delhi - 2022,15-Jan 6am,2260.78
Delhi - 2022,15-Jan 7am,2881.33
Delhi - 2022,15-Jan 8am,3458.43
Delhi - 2022,15-Jan 9am,3797.16
Delhi - 2022,15-Jan 10am,4002.67
Delhi - 2022,15-Jan 11am,4014.53
Delhi - 2022,15-Jan 12pm,3835.29
Delhi - 2022,15-Jan 1pm,3542.00
Delhi - 2022,15-Jan 2pm,3226.36
Delhi - 2022,15-Jan 3pm,3005.86
Delhi - 2022,15-Jan 4pm,2910.77
Delhi - 2022,15-Jan 5pm,3083.95
Delhi - 2022,15-Jan 6pm,3312.38
Delhi - 2022,15-Jan 7pm,3266.00
Delhi - 2022,15-Jan 8pm,3197.86
Delhi - 2022,15-Jan 9pm,3076.77
Delhi - 2022,15-Jan 10pm,2750.31
Delhi - 2022,15-Jan 11pm,2257.41
Delhi - 2022,16-Jan 12am,1857.67
Delhi - 2022,16-Jan 1am,1618.46
Delhi - 2022,16-Jan 2am,1491.94
Delhi - 2022,16-Jan 3am,1441.21
Delhi - 2022,16-Jan 4am,1500.64
Delhi - 2022,16-Jan 5am,1671.98
Delhi - 2022,16-Jan 6am,2036.60
Delhi - 2022,16-Jan 7am,2584.45
Delhi - 2022,16-Jan 8am,3222.73
Delhi - 2022,16-Jan 9am,3715.36
Delhi - 2022,16-Jan 10am,4077.36
Delhi - 2022,16-Jan 11am,4107.13
Delhi - 2022,16-Jan 12pm,3942.65
Delhi - 2022,16-Jan 1pm,3638.83
Delhi - 2022,16-Jan 2pm,3224.39
Delhi - 2022,16-Jan 3pm,2889.79
Delhi - 2022,16-Jan 4pm,2782.05
Delhi - 2022,16-Jan 5pm,2951.63
Delhi - 2022,16-Jan 6pm,3237.43
Delhi - 2022,16-Jan 7pm,3263.86
Delhi - 2022,16-Jan 8pm,3202.62
Delhi - 2022,16-Jan 9pm,3094.26
Delhi - 2022,16-Jan 10pm,2760.32
Delhi - 2022,16-Jan 11pm,2252.95
Delhi - 2022,17-Jan 12am,1850.73
Delhi - 2022,17-Jan 1am,1624.74
Delhi - 2022,17-Jan 2am,1513.59
Delhi - 2022,17-Jan 3am,1465.61
Delhi - 2022,17-Jan 4am,1538.12
Delhi - 2022,17-Jan 5am,1792.18
Delhi - 2022,17-Jan 6am,2400.30
Delhi - 2022,17-Jan 7am,3288.48
Delhi - 2022,17-Jan 8am,4134.03
Delhi - 2022,17-Jan 9am,4568.21
Delhi - 2022,17-Jan 10am,4803.18
Delhi - 2022,17-Jan 11am,4729.40
Delhi - 2022,17-Jan 12pm,4095.99
Delhi - 2022,17-Jan 1pm,3372.12
Delhi - 2022,17-Jan 2pm,3925.72
Delhi - 2022,17-Jan 3pm,3812.88
Delhi - 2022,17-Jan 4pm,3666.51
Delhi - 2022,17-Jan 5pm,3760.40
Delhi - 2022,17-Jan 6pm,3931.87
Delhi - 2022,17-Jan 7pm,3925.84
Delhi - 2022,17-Jan 8pm,3695.93
Delhi - 2022,17-Jan 9pm,3440.18
Delhi - 2022,17-Jan 10pm,3100.54
Delhi - 2022,17-Jan 11pm,2544.12
Delhi - 2022,18-Jan 12am,2080.71
Delhi - 2022,18-Jan 1am,1806.56
Delhi - 2022,18-Jan 2am,1689.33
Delhi - 2022,18-Jan 3am,1643.98
Delhi - 2022,18-Jan 4am,1682.18
Delhi - 2022,18-Jan 5am,1910.52
Delhi - 2022,18-Jan 6am,2490.04
Delhi - 2022,18-Jan 7am,3382.05
Delhi - 2022,18-Jan 8am,4205.47
Delhi - 2022,18-Jan 9am,4618.85
Delhi - 2022,18-Jan 10am,4883.85
Delhi - 2022,18-Jan 11am,4807.85
Delhi - 2022,18-Jan 12pm,4545.59
Delhi - 2022,18-Jan 1pm,4055.66
Delhi - 2022,18-Jan 2pm,3869.41
Delhi - 2022,18-Jan 3pm,3704.12
Delhi - 2022,18-Jan 4pm,3636.75
Delhi - 2022,18-Jan 5pm,3781.62
Delhi - 2022,18-Jan 6pm,4030.47
Delhi - 2022,18-Jan 7pm,3954.68
Delhi - 2022,18-Jan 8pm,3747.23
Delhi - 2022,18-Jan 9pm,3513.93
Delhi - 2022,18-Jan 10pm,3087.87
Delhi - 2022,18-Jan 11pm,2557.52
Delhi - 2022,19-Jan 12am,2080.98
Delhi - 2022,19-Jan 1am,1821.25
Delhi - 2022,19-Jan 2am,1683.52
Delhi - 2022,19-Jan 3am,1623.21
Delhi - 2022,19-Jan 4am,1678.75
Delhi - 2022,19-Jan 5am,1925.79
Delhi - 2022,19-Jan 6am,2501.49
Delhi - 2022,19-Jan 7am,3466.27
Delhi - 2022,19-Jan 8am,4228.85
Delhi - 2022,19-Jan 9am,4689.96
Delhi - 2022,19-Jan 10am,4996.30
Delhi - 2022,19-Jan 11am,4891.76
Delhi - 2022,19-Jan 12pm,4632.73
Delhi - 2022,19-Jan 1pm,4121.46
Delhi - 2022,19-Jan 2pm,3953.11
Delhi - 2022,19-Jan 3pm,3750.17
Delhi - 2022,19-Jan 4pm,3636.77
Delhi - 2022,19-Jan 5pm,3775.13
Delhi - 2022,19-Jan 6pm,3957.98
Delhi - 2022,19-Jan 7pm,3897.71
Delhi - 2022,19-Jan 8pm,3672.86
Delhi - 2022,19-Jan 9pm,3442.88
Delhi - 2022,19-Jan 10pm,3093.23
Delhi - 2022,19-Jan 11pm,2553.26
Delhi - 2022,20-Jan 12am,2068.21
Delhi - 2022,20-Jan 1am,1802.78
Delhi - 2022,20-Jan 2am,1672.05
Delhi - 2022,20-Jan 3am,1612.76
Delhi - 2022,20-Jan 4am,1665.59
Delhi - 2022,20-Jan 5am,1898.58
Delhi - 2022,20-Jan 6am,2460.00
Delhi - 2022,20-Jan 7am,3329.09
Delhi - 2022,20-Jan 8am,4112.26
Delhi - 2022,20-Jan 9am,4536.34
Delhi - 2022,20-Jan 10am,4817.34
Delhi - 2022,20-Jan 11am,4652.61
Delhi - 2022,20-Jan 12pm,4311.95
Delhi - 2022,20-Jan 1pm,3885.58
Delhi - 2022,20-Jan 2pm,3756.90
Delhi - 2022,20-Jan 3pm,3655.84
Delhi - 2022,20-Jan 4pm,3500.52
Delhi - 2022,20-Jan 5pm,3679.84
Delhi - 2022,20-Jan 6pm,3910.99
Delhi - 2022,20-Jan 7pm,3843.20
Delhi - 2022,20-Jan 8pm,3632.49
Delhi - 2022,20-Jan 9pm,3389.94
Delhi - 2022,20-Jan 10pm,3039.84
Delhi - 2022,20-Jan 11pm,2527.78
Delhi - 2022,21-Jan 12am,2071.41
Delhi - 2022,21-Jan 1am,1814.49
Delhi - 2022,21-Jan 2am,1693.84
Delhi - 2022,21-Jan 3am,1638.72
Delhi - 2022,21-Jan 4am,1677.65
Delhi - 2022,21-Jan 5am,1924.44
Delhi - 2022,21-Jan 6am,2545.16
Delhi - 2022,21-Jan 7am,3445.52
Delhi - 2022,21-Jan 8am,4239.51
Delhi - 2022,21-Jan 9am,4753.11
Delhi - 2022,21-Jan 10am,5017.70
Delhi - 2022,21-Jan 11am,4927.86
Delhi - 2022,21-Jan 12pm,4694.50
Delhi - 2022,21-Jan 1pm,4132.83
Delhi - 2022,21-Jan 2pm,3863.67
Delhi - 2022,21-Jan 3pm,3640.67
Delhi - 2022,21-Jan 4pm,3543.94
Delhi - 2022,21-Jan 5pm,3660.78
Delhi - 2022,21-Jan 6pm,3869.12
Delhi - 2022,21-Jan 7pm,3757.49
Delhi - 2022,21-Jan 8pm,3522.03
Delhi - 2022,21-Jan 9pm,3294.47
Delhi - 2022,21-Jan 10pm,3004.67
Delhi - 2022,21-Jan 11pm,2522.27
Delhi - 2022,22-Jan 12am,2060.81
Delhi - 2022,22-Jan 1am,1797.51
Delhi - 2022,22-Jan 2am,1669.53
Delhi - 2022,22-Jan 3am,1605.90
Delhi - 2022,22-Jan 4am,1643.53
Delhi - 2022,22-Jan 5am,1844.53
Delhi - 2022,22-Jan 6am,2238.61
Delhi - 2022,22-Jan 7am,2765.31
Delhi - 2022,22-Jan 8am,3322.21
Delhi - 2022,22-Jan 9am,3673.76
Delhi - 2022,22-Jan 10am,3937.55
Delhi - 2022,22-Jan 11am,3907.77
Delhi - 2022,22-Jan 12pm,3767.34
Delhi - 2022,22-Jan 1pm,3509.54
Delhi - 2022,22-Jan 2pm,3285.67
Delhi - 2022,22-Jan 3pm,3080.99
Delhi - 2022,22-Jan 4pm,2948.61
Delhi - 2022,22-Jan 5pm,3039.71
Delhi - 2022,22-Jan 6pm,3204.55
Delhi - 2022,22-Jan 7pm,3205.24
Delhi - 2022,22-Jan 8pm,3127.25
Delhi - 2022,22-Jan 9pm,3035.44
Delhi - 2022,22-Jan 10pm,2739.11
Delhi - 2022,22-Jan 11pm,2293.67
Delhi - 2022,23-Jan 12am,1890.29
Delhi - 2022,23-Jan 1am,1655.00
Delhi - 2022,23-Jan 2am,1522.37
Delhi - 2022,23-Jan 3am,1472.61
Delhi - 2022,23-Jan 4am,1504.15
Delhi - 2022,23-Jan 5am,1664.01
Delhi - 2022,23-Jan 6am,2027.51
Delhi - 2022,23-Jan 7am,2558.10
Delhi - 2022,23-Jan 8am,3185.05
Delhi - 2022,23-Jan 9am,3665.14
Delhi - 2022,23-Jan 10am,4039.68
Delhi - 2022,23-Jan 11am,4157.30
Delhi - 2022,23-Jan 12pm,4012.79
Delhi - 2022,23-Jan 1pm,3730.94
Delhi - 2022,23-Jan 2pm,3437.62
Delhi - 2022,23-Jan 3pm,3111.14
Delhi - 2022,23-Jan 4pm,2913.93
Delhi - 2022,23-Jan 5pm,2945.87
Delhi - 2022,23-Jan 6pm,3187.90
Delhi - 2022,23-Jan 7pm,3210.33
Delhi - 2022,23-Jan 8pm,3120.00
Delhi - 2022,23-Jan 9pm,3033.01
Delhi - 2022,23-Jan 10pm,2745.24
Delhi - 2022,23-Jan 11pm,2272.60
Delhi - 2022,24-Jan 12am,1868.10
Delhi - 2022,24-Jan 1am,1638.80
Delhi - 2022,24-Jan 2am,1531.11
Delhi - 2022,24-Jan 3am,1491.25
Delhi - 2022,24-Jan 4am,1544.15
Delhi - 2022,24-Jan 5am,1792.43
Delhi - 2022,24-Jan 6am,2401.68
Delhi - 2022,24-Jan 7am,3308.83
Delhi - 2022,24-Jan 8am,4173.36
Delhi - 2022,24-Jan 9am,4588.86
Delhi - 2022,24-Jan 10am,4828.16
Delhi - 2022,24-Jan 11am,4768.90
Delhi - 2022,24-Jan 12pm,4609.97
Delhi - 2022,24-Jan 1pm,4209.32
Delhi - 2022,24-Jan 2pm,4043.60
Delhi - 2022,24-Jan 3pm,3806.22
Delhi - 2022,24-Jan 4pm,3633.27
Delhi - 2022,24-Jan 5pm,3704.91
Delhi - 2022,24-Jan 6pm,3903.01
Delhi - 2022,24-Jan 7pm,3832.38
Delhi - 2022,24-Jan 8pm,3650.35
Delhi - 2022,24-Jan 9pm,3428.80
Delhi - 2022,24-Jan 10pm,2983.74
Delhi - 2022,24-Jan 11pm,2400.33
Delhi - 2022,25-Jan 12am,2101.12
Delhi - 2022,25-Jan 1am,1827.22
Delhi - 2022,25-Jan 2am,1699.67
Delhi - 2022,25-Jan 3am,1641.90
Delhi - 2022,25-Jan 4am,1678.30
Delhi - 2022,25-Jan 5am,1907.11
Delhi - 2022,25-Jan 6am,2489.48
Delhi - 2022,25-Jan 7am,3350.20
Delhi - 2022,25-Jan 8am,4149.56
Delhi - 2022,25-Jan 9am,4598.39
Delhi - 2022,25-Jan 10am,4894.15
Delhi - 2022,25-Jan 11am,4826.20
Delhi - 2022,25-Jan 12pm,4623.90
Delhi - 2022,25-Jan 1pm,4278.11
Delhi - 2022,25-Jan 2pm,4147.06
Delhi - 2022,25-Jan 3pm,3961.85
Delhi - 2022,25-Jan 4pm,3856.11
Delhi - 2022,25-Jan 5pm,3922.80
