date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-09-16,30.4,25.2,34.8,,,285,11,,1007.1,
2018-09-17,28.5,26,34.2,,,295,9.5,,1006.2,
2018-09-18,30.3,24,35.4,,,288,10.3,,1006.1,
2018-09-19,30.3,24.2,35,,,308,8.1,,1005.9,
2018-09-20,30.4,25,36.4,,,3,6.2,,1006,
2018-09-21,27.9,24.4,34.7,,,103,13.3,,1008.4,
2018-09-22,25.9,22.5,34.7,,,74,15.6,,1008.9,
2018-09-23,26.5,24.8,31,0.5,,107,18.2,,1008.4,
2018-09-24,24.7,24,27.4,24.9,,161,13.1,,1006.9,
2018-09-25,24.6,21.6,27.6,8.9,,286,12.5,,1008.3,
2018-09-26,27.2,22,32.4,0,,282,7.7,,1008.1,
2018-09-27,28.7,23.1,34,,,,5.2,,1008.8,
2018-09-28,29.8,23.8,35,,,,3.7,,1009.4,
2018-09-29,29.2,22.4,34.8,,,291,7.7,,1010.2,
2018-09-30,28.5,23.5,34.9,,,281,9.8,,1009.5,
2018-10-01,28.8,22.8,35.2,,,281,6.3,,1009.3,
2018-10-02,29.2,22.9,36.2,,,274,6.4,,1009.8,
2018-10-03,29.7,22,36.8,,,281,4.3,,1009.3,
2018-10-04,28.9,23.2,36.8,,,,6.9,,1010.7,
2018-10-05,29.1,22.9,36.1,,,,4.4,,1011.8,
2018-10-06,27.6,22.4,35,,,298,7,,1011.5,
2018-10-07,27.6,20,34.6,,,303,5,,1011,
2018-10-08,28.4,21.2,35.8,,,16,4.8,,1009.5,
2018-10-09,28.8,21.9,35,,,107,8.1,,1008.4,
2018-10-10,28.3,24,35.8,,,111,11.9,,1009,
2018-10-11,25.2,20.2,34.8,,,108,9.9,,1010.8,
2018-10-12,25.6,18.5,33.2,,,22,5.8,,1012.9,
2018-10-13,25.1,18.2,31.8,,,,6.4,,1013.2,
2018-10-14,25.5,18,33,,,278,7.8,,1012.6,
2018-10-15,26.1,18.6,34.2,,,310,5.3,,1012.6,
2018-10-16,26.9,19.6,34.6,,,116,6.1,,1012.1,
2018-10-17,26.8,19.9,35.2,,,59,4.7,,1010.8,
2018-10-18,26.3,20,35,,,93,7.3,,1010.2,
2018-10-19,25.7,18,33.3,,,288,7.2,,1012,
2018-10-20,25.3,18,33.6,,,,4.5,,1014.2,
2018-10-21,24.3,18.2,33.6,,,332,5.3,,1015,
2018-10-22,23.9,16.5,31.8,,,,7.5,,1014.1,
2018-10-23,24.6,18,33.5,,,,4.9,,1013.6,
2018-10-24,25.4,17.4,34.4,,,,4.5,,1013.5,
2018-10-25,24.7,17.1,33.4,,,,4.3,,1014.9,
2018-10-26,24.2,17.2,31,,,,3.3,,1016.8,
2018-10-27,23.4,17,32.1,,,,2.4,,1017.1,
2018-10-28,23.7,16.9,32.1,,,,4.9,,1016.8,
2018-10-29,23.8,16.8,32,,,,3.9,,1015.8,
2018-10-30,24.4,16.9,31.8,,,,3,,1015.7,
2018-10-31,24,17.3,31.4,,,,3,,1016.2,
2018-11-01,24.1,18,31.7,,,,4,,1015,
2018-11-02,24.5,17,32.6,,,93,7.1,,1013.4,
2018-11-03,24.3,18.6,30.9,,,90,13.1,,1012.1,
2018-11-04,22.5,19,30,,,30,11.3,,1014,
2018-11-05,19.3,14.8,30,,,271,9.1,,1014.8,
2018-11-06,20.1,11.3,28.2,,,267,11.9,,1015.1,
2018-11-07,19.1,12.1,27.8,,,,6.3,,1015.8,
2018-11-08,18.8,12,26.8,,,,1.2,,1015.8,
2018-11-09,20.6,12.8,29,,,,2.4,,1014.1,
2018-11-10,20.8,12.4,29.2,,,,3.2,,1014.7,
2018-11-11,22.1,14.3,30.8,,,98,4.9,,1015.1,
2018-11-12,22.8,15,31.3,,,,3.6,,1013,
2018-11-13,22.5,16.4,30.3,,,,6.8,,1010.7,
2018-11-14,22.5,18.6,29.4,3,,114,8.5,,1011.6,
2018-11-15,21.1,17,27.2,2,,334,8.8,,1015.3,
2018-11-16,18.8,12,26.2,0,,268,12.6,,1014.7,
2018-11-17,19.2,14,26.2,,,,8,,1013,
2018-11-18,20.4,13.3,29.2,,,,6,,1013.7,
2018-11-19,21.7,17,27,,,109,11.6,,1015.8,
2018-11-20,21,15,28.4,,,292,6.8,,1016.3,
2018-11-21,19.6,15,28.1,,,,6.6,,1016.8,
2018-11-22,20.1,12.4,28.4,,,,3.1,,1017.4,
2018-11-23,19.5,13.6,27.2,,,,8.8,,1019,
2018-11-24,19.1,12,26.4,,,273,11.8,,1017.5,
2018-11-25,19.9,12,27.2,,,,5.3,,1017.1,
2018-11-26,18.7,12.1,27.2,,,,3.5,,1016.3,
2018-11-27,20.9,12.5,28,,,,4.2,,1017.9,
2018-11-28,20.8,15.4,28.2,,,,2.6,,1018.7,
2018-11-29,19.3,13.7,26,,,,5.4,,1019.1,
2018-11-30,18.7,12.2,26.2,,,,5.8,,1018.7,
2018-12-01,17.9,13,26.2,,,,6.5,,1015.9,
2018-12-02,18.6,10.6,27.2,,,,2.1,,1015.2,
2018-12-03,17.2,10.5,26.2,,,,3,,1016,
2018-12-04,17.6,10,25.5,,,,2.4,,1017.8,
2018-12-05,16.6,11.4,24.8,,,,3.5,,1015.4,
2018-12-06,17.2,10,24.5,,,,3.3,,1014.6,
2018-12-07,15.7,11,23.4,,,,5.1,,1015.5,
2018-12-08,16.4,8,24.2,,,,3.1,,1016.3,
2018-12-09,15.9,10,24.8,,,,2.8,,1015.1,
2018-12-10,16.7,9.6,24.8,,,,6,,1014.6,
2018-12-11,16.9,10.8,24.2,,,99,5.5,,1015.8,
2018-12-12,16.6,14,21.4,0.5,,112,8.1,,1017,
2018-12-13,15.3,12,21,0.3,,317,8.6,,1020.3,
2018-12-14,13.8,9,21.2,0,,266,9.7,,1022.6,
2018-12-15,14.3,8.1,22,,,271,9.6,,1022.1,
2018-12-16,14.6,7.6,22,,,274,7.8,,1022.5,
2018-12-17,13.2,8,21,,,285,5.4,,1021,
2018-12-18,13.2,6,21.4,,,275,7,,1019.4,
2018-12-19,13.4,6.8,22.2,,,264,5.7,,1018.4,
2018-12-20,13.3,6.5,22.2,,,,3.3,,1018.7,
2018-12-21,12.4,6,20.5,,,,4.2,,1017.6,
2018-12-22,13.4,5.6,21.2,,,,2.1,,1017.8,
2018-12-23,13.6,6,22,,,,4.9,,1018.6,
2018-12-24,13.3,7,21.2,,,,3.1,,1017.9,
2018-12-25,11,7,18.6,,,,7.5,,1017.4,
2018-12-26,12.1,4,20.2,,,,4.6,,1015.7,
2018-12-27,12.7,5.5,20,,,,6.6,,1017,
2018-12-28,11,6,18.2,,,266,9,,1017.5,
2018-12-29,11.7,5,19.9,,,,6.5,,1019.6,
2018-12-30,13.1,3,22,,,,2.7,,1021.7,
2018-12-31,13.3,5.6,22.2,,,,4.2,,1021.6,
2019-01-01,14.1,5.8,22.2,,,,4,,1020.4,
2019-01-02,15.1,8.2,23.6,,,,4.1,,1020.3,
2019-01-03,12.1,7,19,,,279,7.1,,1021.6,
2019-01-04,11.8,7.8,17.4,,,267,5.6,,1020.7,
2019-01-05,13.2,7.6,21.6,,,104,8.7,,1018.8,
2019-01-06,14.2,11,19.2,2,,18,9.1,,1018.4,
2019-01-07,12.6,8,19.2,,,273,7,,1020,
2019-01-08,11.8,8,19.4,,,274,7.4,,1018.6,
2019-01-09,13,7,20.8,,,276,10.6,,1017.7,
2019-01-10,13.2,6.3,21.2,,,,6.7,,1017.2,
2019-01-11,14.7,7.8,21.6,,,,3.6,,1018.6,
2019-01-12,14.9,8.8,23.2,,,,3.8,,1017.7,
2019-01-13,16.3,8.9,23.2,,,358,6.9,,1019.6,
2019-01-14,12.1,7.6,19.4,,,270,12.5,,1019.8,
2019-01-15,11.1,5.6,18.2,,,268,13.2,,1018.6,
2019-01-16,13.2,6.5,21.6,,,,4.5,,1018.4,
2019-01-17,13.6,6.5,21.4,,,,4.5,,1017.2,
2019-01-18,12.7,6,20.5,,,,5.6,,1017.7,
2019-01-19,15.8,7.8,25.1,,,,4,,1017.3,
2019-01-20,19.3,7.8,28.5,,,,3.6,,1016.1,
2019-01-21,16.7,12.6,28.5,,,95,14.1,,1013.4,
2019-01-22,14.4,12.4,18.2,23.1,,97,12.9,,1013.9,
2019-01-23,13.1,8.8,18.2,6.1,,301,4.9,,1017.8,
2019-01-24,14.8,10.1,21.7,0,,351,8,,1019.9,
2019-01-25,13.6,10.8,21.7,3,,318,8.8,,1020,
2019-01-26,12.1,6.8,19.4,0,,286,10.3,,1022.5,
2019-01-27,10.6,5,17.4,,,269,10.6,,1023,
2019-01-28,11.3,5.2,19.2,,,269,11.3,,1022.4,
2019-01-29,12.3,5,20.9,,,265,10,,1020.8,
2019-01-30,13.6,6,20.9,,,261,7.1,,1019.5,
2019-01-31,15.1,10.7,20.9,,,104,9.5,,1017.9,
2019-02-01,14.1,11.4,22,0,,75,10.8,,1018.7,
2019-02-02,11.7,8,16.6,,,268,12.7,,1019.1,
2019-02-03,12.4,9,18,,,278,9,,1020.1,
2019-02-04,13.9,7.4,22.2,,,,5.4,,1020.6,
2019-02-05,17.6,10.5,25.2,,,,7,,1017.6,
2019-02-06,19,13.6,25.2,,,121,11.3,,1012.7,
2019-02-07,15.2,12.2,19.2,,,120,16.8,,1010.6,
2019-02-08,13.4,8,20.2,,,294,8.3,,1016.8,
2019-02-09,13.3,7,20.8,,,270,10.8,,1019.2,
2019-02-10,14,7,20.2,,,279,5.9,,1020.5,
2019-02-11,15.4,8.5,21.8,,,,3.7,,1020.9,
2019-02-12,17.3,12,22.4,,,,4.3,,1020.9,
2019-02-13,19,12.6,25.4,,,114,5.8,,1019.8,
2019-02-14,17.2,13.9,25.4,1,,101,13.5,,1015.5,
2019-02-15,16.4,13.2,21,3,,250,9.4,,1015.9,
2019-02-16,14.7,12.4,20.4,0,,276,11.8,,1017.5,
2019-02-17,15.6,11,22.2,,,264,8.8,,1014.7,
2019-02-18,18.7,12.5,25.5,,,126,9.5,,1009.9,
2019-02-19,18.8,13,23.5,2,,80,5.7,,1012.8,
2019-02-20,18.1,16.1,21.2,0,,80,10,,1017.5,
2019-02-21,21.7,14.8,29,0.8,,94,9.6,,1016.3,
2019-02-22,17.6,15,23.6,0,,290,15,,1017.1,
2019-02-23,16.1,9,23.6,,,285,15.2,,1015.7,
2019-02-24,16.8,10.9,24.2,,,279,7.8,,1012.3,
2019-02-25,17.5,11.5,26.4,,,,7.9,,1011.3,
2019-02-26,15.7,11.2,22.4,1,,86,10.2,,1011.4,
2019-02-27,14.7,10.5,21.6,0,,6,8.7,,1011.5,
2019-02-28,15.2,10,22.2,,,307,7.3,,1015.6,
2019-03-01,17.1,8.8,24.9,,,287,7.6,,1016,
2019-03-02,14.7,12.6,19.2,,,46,6.8,,1016.1,
2019-03-03,17.2,11.7,22.5,,,101,8.7,,1012.8,
2019-03-04,17.9,13,24.4,,,317,8.4,,1010.2,
2019-03-05,17.2,11,24.4,,,283,11,,1011.2,
2019-03-06,17.9,11,26,,,278,9.4,,1012.1,
2019-03-07,19.3,11.2,28.2,,,,7.4,,1012.6,
2019-03-08,20.4,12.8,28.2,,,5,7.3,,1014.1,
2019-03-09,20.2,13.6,27.6,,,308,9.9,,1014.3,
2019-03-10,19.7,12.2,28.2,,,287,9,,1014.5,
2019-03-11,21.7,15,29.2,,,108,12.2,,1013.5,
2019-03-12,21.1,14,28.2,,,334,9.9,,1016,
2019-03-13,18.7,16,24,,,351,5.9,,1016.1,
2019-03-14,17.3,14,25.2,,,350,9,,1017,
2019-03-15,18.7,10.1,27.2,0.5,,287,11.2,,1018.5,
2019-03-16,20,12,27.2,0,,289,10.4,,1016.9,
2019-03-17,20.9,14,29.4,,,285,9.8,,1014.9,
2019-03-18,21.3,13.2,29.6,,,281,7.4,,1014.4,
2019-03-19,23.6,15,32.4,,,254,8.4,,1010.9,
2019-03-20,26.3,17.8,34.4,,,125,10.7,,1009.1,
2019-03-21,24.8,18,32.2,,,339,8.3,,1012.4,
2019-03-22,22.7,17,32.2,,,284,13.1,,1014.7,
2019-03-23,23.6,16,31.8,,,283,14,,1014.1,
2019-03-24,23.6,15,33.2,,,293,12.6,,1012.4,
2019-03-25,22.6,17,31.8,,,297,12.5,,1012.7,
2019-03-26,23.7,16,31.4,,,277,11.9,,1013.9,
2019-03-27,24.4,16,33,,,287,9.8,,1014.2,
2019-03-28,27.4,18,35.8,,,299,4.8,,1012.3,
2019-03-29,29.3,20.4,38.3,,,334,5.3,,1009.3,
2019-03-30,30.9,22,39.5,,,343,6.4,,1008.1,
2019-03-31,27.8,23.2,36,0,,298,12.3,,1009.5,
2019-04-01,26.4,16,37,,,282,13.2,,1009.4,
2019-04-02,27.3,18.4,36.9,,,286,7.5,,1010.1,
2019-04-03,28.7,18.7,38.2,,,296,7.5,,1009.1,
2019-04-04,30.8,21,40.4,,,112,5.7,,1009.6,
2019-04-05,32.1,22,40.8,,,147,6.9,,1008.4,
2019-04-06,32.6,24.2,40.4,,,13,6.7,,1007.3,
2019-04-07,29.1,22.6,40.4,,,106,11,,1006.6,
2019-04-08,28.3,20.5,37.5,,,97,8.4,,1007.5,
2019-04-09,29.8,21.8,38.2,,,87,6.1,,1006.9,
2019-04-10,32.3,23.2,40.2,,,331,7.9,,1008.4,
2019-04-11,32.9,24,40.6,,,327,8.1,,1008.2,
2019-04-12,31.1,24.8,38.4,0.3,,337,10.8,,1008.7,
2019-04-13,31.6,23.8,39.2,0,,336,13.1,,1009,
2019-04-14,32.4,23.9,39.6,,,306,12.4,,1009.1,
2019-04-15,32.6,27,41.2,,,301,10.1,,1007.1,
2019-04-16,24.8,21,32.2,0.3,,95,17.2,,1010.5,
2019-04-17,21.9,18,29.6,2,,141,14.1,,1011.7,
2019-04-18,24.9,17.1,32,0,,336,8.9,,1012.3,
2019-04-19,26.3,19,33.6,,,267,8,,1010,
2019-04-20,28.8,20.5,36.3,,,267,6.5,,1007.5,
2019-04-21,31.9,22.9,39.2,,,289,7.8,,1005.5,
2019-04-22,32.2,23.5,40.2,,,314,5.8,,1005.6,
2019-04-23,34.3,24.2,42.5,,,12,7.2,,1006.3,
2019-04-24,35.2,28,43,,,113,11.8,,1007.4,
2019-04-25,34.3,25,43.2,,,95,10.8,,1007.3,
2019-04-26,34.5,25.4,42.2,,,294,9.2,,1007.2,
2019-04-27,34.8,25.6,42.2,,,289,15.8,,1006.5,
2019-04-28,34.8,25,42.2,,,285,14.2,,1005.2,
2019-04-29,34.8,25,43.4,,,295,9.2,,1005.4,
2019-04-30,36.2,27.4,44.2,,,124,9.3,,1001.4,
2019-05-01,34.9,25.5,43,,,29,6.3,,1000.9,
2019-05-02,32,26.4,40.4,,,55,14.7,,1003,
2019-05-03,30.7,25,40.3,0,,67,10.2,,1005.1,
2019-05-04,32.2,22.9,40.6,7.1,,288,11.1,,1007.2,
2019-05-05,32.6,21.6,41,0,,272,10.8,,1007.4,
2019-05-06,33.7,25,42.8,,,277,10.3,,1004.8,
2019-05-07,34.8,24.2,43,,,276,9.8,,1003.2,
2019-05-08,35.5,26,43.6,,,278,10.2,,1003.4,
2019-05-09,35.4,27.6,43.6,,,261,12,,1002.8,
2019-05-10,34.1,29.8,43.6,,,266,13.4,,1003.4,
2019-05-11,33,25,40.2,,,304,10.7,,1005.9,
2019-05-12,32.9,26.2,40.3,,,281,11.8,,1005.6,
2019-05-13,31.1,25,41.5,,,275,10.4,,1004.2,
2019-05-14,30.6,23.4,37.2,8.9,,289,10,,1005.2,
2019-05-15,29,23,36,2,,67,9,,1006.3,
2019-05-16,30.7,21.4,38,0,,301,9.3,,1007.3,
2019-05-17,26.9,21,38,0,,303,8.5,,1007.2,
2019-05-18,27.5,20.2,33.8,20.1,,282,11.5,,1007.2,
2019-05-19,31.7,23.6,38.6,0,,285,9.8,,1007.2,
2019-05-20,33.3,24.5,41.2,,,,8.1,,1007.7,
2019-05-21,34.5,25.5,42,,,272,8.8,,1006.2,
2019-05-22,33.5,27,41,,,269,6.9,,1004.7,
2019-05-23,31.5,24,41.4,,,300,6.6,,1003.8,
2019-05-24,29.6,23.9,41.4,6.1,,324,10.7,,1005.4,
2019-05-25,32.2,24.6,39,0,,294,13.6,,1005.1,
2019-05-26,33.5,24.4,41,,,304,11.3,,1003.5,
2019-05-27,35.4,27.8,43.5,,,298,10.3,,1003,
2019-05-28,35.7,25.3,44,,,284,11.4,,1002.6,
2019-05-29,37.2,26.5,45,,,294,8.4,,1001.2,
2019-05-30,37.9,28.6,46.8,,,279,7.7,,999.9,
2019-05-31,38.3,28.7,46.8,,,265,10.6,,1000.1,
2019-06-01,37.8,29.8,46.2,,,,7.8,,1000,
2019-06-02,37.1,30.5,46.1,,,91,15.8,,1000,
2019-06-03,35,30.3,44.6,,,107,17.8,,1000.7,
2019-06-04,35.8,29.2,43.4,,,96,13.6,,1001.2,
2019-06-05,37.4,30.3,44.6,,,93,10.6,,1000.7,
2019-06-06,36.1,30.8,45.3,,,279,9.7,,1001.1,
2019-06-07,34.7,26.2,45.3,,,94,11.3,,1003.8,
2019-06-08,38.2,29.4,45.2,,,240,9.3,,1002.4,
2019-06-09,38.4,29.3,46.2,,,,6.5,,999.6,
2019-06-10,40.4,30.2,48,,,,7.4,,997.1,
2019-06-11,39.2,33.3,48,,,261,10.9,,997.1,
2019-06-12,34.7,31,43.4,,,97,14.7,,999.5,
2019-06-13,36.7,29.8,43.4,,,215,11.2,,1000.1,
2019-06-14,37.7,29.6,45.2,,,267,13.4,,999,
2019-06-15,37.4,30.2,45.4,,,270,11.8,,998.6,
2019-06-16,30.8,27,37.8,,,264,15.9,,1001.1,
2019-06-17,29.1,29,37.8,,,264,14.1,,1000.6,
2019-06-18,28.9,21.1,36.8,4.1,,306,14.7,,1002.2,
2019-06-19,31.4,25.5,38.8,0,,,7.8,,1001.1,
2019-06-20,33.2,25,41.2,,,155,8.3,,1002,
2019-06-21,34.4,28.7,41.2,,,32,10,,1002.2,
2019-06-22,35.8,27.4,42.4,,,348,9.6,,1001.4,
2019-06-23,34.2,29,42.6,,,100,13.8,,1001.6,
2019-06-24,31,27.4,38.6,,,91,13.1,,1003.5,
2019-06-25,34.2,27.9,40.4,,,85,7.6,,1002.6,
2019-06-26,36.5,29.8,42.8,,,291,11,,999.9,
2019-06-27,35,31,42.8,,,288,10.6,,998.2,
2019-06-28,36.1,29,43.8,,,273,14,,997,
2019-06-29,38.2,30.5,44.8,,,269,12.2,,996.3,
2019-06-30,37.3,33,44.8,,,280,11.4,,996.6,
2019-07-01,36.3,30.6,44.8,,,284,9.3,,997.8,
2019-07-02,35.5,30.2,43.4,,,345,11.4,,998.6,
2019-07-03,35.1,30.2,41.9,,,100,12.5,,999.1,
2019-07-04,30.8,27,41.9,,,151,10.2,,998.3,
2019-07-05,29.8,26.7,34.5,,,154,8.6,,996.8,
2019-07-06,32.2,26.8,39,,,,8.9,,995.3,
2019-07-07,31.8,27.5,37,,,,8.2,,996.4,
2019-07-08,32.9,29,38.2,,,192,7.7,,996.5,
2019-07-09,31.2,28.1,38.2,,,210,11.8,,996.4,
2019-07-10,34.4,28.2,39,,,224,11.2,,995.4,
2019-07-11,34.8,30.6,40.6,,,254,14.3,,995.5,
2019-07-12,35.4,30.9,40.6,,,242,12.9,,998.4,
2019-07-13,35,32,40.9,,,251,15.1,,998.9,
2019-07-14,33.8,31,39.8,,,249,13.8,,997.8,
2019-07-15,28.4,23,39.8,,,87,13.5,,997.9,
2019-07-16,28.2,22.3,37,,,72,13.2,,1000.9,
2019-07-17,27.3,22.6,33.2,17,,339,9.1,,1002.3,
2019-07-18,26.9,22.2,30,61,,,7.3,,1002.3,
2019-07-19,31.6,24.6,36.4,8.9,,,6.6,,1001.9,
2019-07-20,29.4,26,36.4,0,,105,6.6,,1002.9,
2019-07-21,29.5,25,36.2,15,,122,7.5,,1001.9,
2019-07-22,31.8,24.5,36.2,8.9,,,6.8,,1001.1,
2019-07-23,33.7,28.1,38.1,0,,103,6.7,,999.7,
2019-07-24,31.8,28,39,,,217,9.9,,998.3,
2019-07-25,27.8,26.2,38.2,,,199,9.1,,1000.2,
2019-07-26,27.6,25.7,32.2,,,80,9.8,,998.6,
2019-07-27,27.8,25.1,32.2,16,,83,12.6,,998.2,
2019-07-28,29.3,25.2,33.8,4.1,,95,14.5,,1000.2,
2019-07-29,30.5,26.8,34.4,2,,93,13.7,,1001.6,
2019-07-30,30.6,27.5,34.4,0,,88,11.7,,1001.1,
2019-07-31,30.8,27.1,34.2,0,,98,9.4,,1000.3,
2019-08-01,31.3,27.2,36.8,,,106,10,,1000,
2019-08-02,29.1,27,36.8,,,100,6.6,,999.2,
2019-08-03,28.4,26.3,34.2,,,,7.1,,999.1,
2019-08-04,29.8,26.1,36,,,,5.1,,998,
2019-08-05,31.1,26.4,36,,,,6.6,,996.2,
2019-08-06,27.4,23.8,36.2,39.1,,104,8,,997,
2019-08-07,30.2,24.9,34.4,9.9,,,8.6,,996.8,
2019-08-08,32.4,26.9,37.5,0,,82,9.8,,996.2,
2019-08-09,30.2,29,33.8,,,89,17.2,,998.1,
2019-08-10,29.6,27,34,0,,102,16,,999,
2019-08-11,31.8,27,37,0,,145,10.3,,1000.6,
2019-08-12,30.2,27.2,37,,,251,8.2,,1000.9,
2019-08-13,29.2,27,36.4,,,253,10.6,,1001.2,
2019-08-14,29.4,25.7,36.4,,,,6.3,,1002.4,
2019-08-15,29.7,24.5,33.6,,,55,11.2,,1002,
2019-08-16,28.3,26,33.6,,,86,16.4,,1000.2,
2019-08-17,26.3,25.2,28.6,5.1,,109,14.6,,999.3,
2019-08-18,27.4,24.4,29,10.9,,246,9.9,,1003.2,
2019-08-19,30,24.6,34.7,0,,,6.1,,1005.5,
2019-08-20,30.3,26.1,35.3,0.3,,285,10.3,,1004.6,
2019-08-21,30.9,27,36.1,0,,273,10.2,,1003.3,
2019-08-22,29.2,25.3,36.6,,,237,8.5,,1003.8,
2019-08-23,31.4,26.1,37.2,0,,,6,,1003.4,
2019-08-24,29.7,27.6,37.2,,,,6.9,,1003.6,
2019-08-25,27.7,25.6,33.8,,,90,8.1,,1004.2,
2019-08-26,30.4,24.9,35.4,,,84,10.8,,1003.9,
2019-08-27,31.6,26.8,36.6,,,,6.7,,1002.7,
2019-08-28,32.4,27.5,37.9,,,98,9.5,,1003.8,
2019-08-29,31.4,29,37.9,,,116,11,,1004.9,
2019-08-30,31.9,26.7,37.7,,,,5.6,,1002.5,
2019-08-31,31.8,28.2,37.7,,,,4.5,,1000.3,
2019-09-01,29.3,25.9,37.5,,,99,10.7,,1002.4,
2019-09-02,31.1,25.6,36.6,,,,6.5,,1002.7,
2019-09-03,31.4,27.9,36.6,,,,3.8,,1001.5,
2019-09-04,30.8,27.8,35.4,,,101,8.3,,1001.2,
2019-09-05,31,26.9,36.8,,,104,9,,1001.3,
2019-09-06,30.3,28.8,36.8,,,112,8.9,,1000.5,
2019-09-07,29.6,26.8,36.6,,,115,9.7,,1001,
2019-09-08,31.5,26,36.6,,,51,7.5,,1002.6,
2019-09-09,32.3,27.5,38.2,,,,7.2,,1001.2,
2019-09-10,32.5,27.4,38.4,,,20,6.1,,1000.5,
2019-09-11,33.2,27.5,39.5,,,129,6.7,,1001.6,
2019-09-12,31.6,28.5,39.5,,,113,11.1,,1003.2,
2019-09-13,31.7,27.1,38.7,,,104,10.4,,1004.1,
2019-09-14,30.5,27,38.7,,,90,11.1,,1004.9,
2019-09-15,29.6,26.8,35.4,,,103,8.4,,1005,
2019-09-16,31.6,26.5,37.1,,,299,5.3,,1003.7,
2019-09-17,30.7,24.6,37.1,5.1,,111,7.9,,1004.5,
2019-09-18,29.3,25.4,36.4,0.3,,106,12.5,,1008.4,
2019-09-19,27.9,24.6,36,0,,102,12.9,,1010.7,
2019-09-20,29.3,24,34.8,0.3,,117,7.9,,1009,
2019-09-21,26.7,23.8,37.1,0,,124,8,,1007.8,
2019-09-22,25.9,22.3,37.1,33,,105,10.5,,1009.7,
2019-09-23,27.4,22.9,31.6,0.3,,98,8.6,,1011.1,
2019-09-24,27.8,22.8,32.5,0,,113,8.5,,1011.3,
2019-09-25,28.1,23.3,33.3,,,93,9.3,,1012.4,
2019-09-26,28.4,24.8,34.5,,,86,13.4,,1012.6,
2019-09-27,27.1,24.4,33.8,,,90,13.1,,1011.6,
2019-09-28,26.7,23,32.2,,,83,11.8,,1009.8,
2019-09-29,26.3,23.2,32.2,0.5,,102,10.9,,1010.5,
2019-09-30,26.6,23,31.4,0,,112,9.3,,1009.4,
2019-10-01,27.1,22.6,33,2,,114,9.2,,1008.7,
2019-10-02,27.8,23,33,2,,68,4.6,,1009.9,
2019-10-03,27.3,21.8,36.4,0,,,6.3,,1009.8,
2019-10-04,26.2,20.4,36.4,30,,299,10.3,,1011,
2019-10-05,26.8,20.5,32.6,0,,300,10.2,,1011,
2019-10-06,27.1,20.8,32.6,,,300,9.1,,1011.5,
2019-10-07,26.6,22,32.5,,,295,12.7,,1012.7,
2019-10-08,25.9,20.1,31.7,,,294,9.4,,1012.1,
2019-10-09,27.1,20.3,32,,,47,5.2,,1011.9,
2019-10-10,27.2,20.6,33.2,,,,4.6,,1011.4,
2019-10-11,27.2,19.8,33.8,,,288,5.8,,1011,
2019-10-12,27.3,21,33.4,,,,4.8,,1012,
2019-10-13,27.2,20,33.2,,,,4.5,,1012.3,
2019-10-14,27.2,20.2,33.2,,,297,4.7,,1013.1,
2019-10-15,27.9,20.6,34.2,,,,4.6,,1013.8,
2019-10-16,28,21.8,34.2,,,,5.1,,1014,
2019-10-17,27.6,20.6,34.2,,,98,6.9,,1013.7,
2019-10-18,27,21.2,33.7,,,96,12.4,,1013.9,
2019-10-19,26.8,20.4,33.6,0,,308,6,,1015.4,
2019-10-20,25.7,19,32.4,,,,6.3,,1015.1,
2019-10-21,24.6,17.7,33.2,,,,7.9,,1013.4,
2019-10-22,23.7,16.8,31.5,,,268,8,,1010.7,
2019-10-23,24.7,17,32.1,,,,6.1,,1009.8,
2019-10-24,25.1,17.5,32.1,,,,2.9,,1010.8,
2019-10-25,24.6,18.4,32,,,,6.7,,1012.1,
2019-10-26,24.7,17.8,30.8,,,,2.6,,1013.7,
2019-10-27,24.2,17.6,31.2,,,,6.1,,1013.1,
2019-10-28,24.3,17.1,31.2,,,,4.7,,1013.6,
2019-10-29,24.2,18.5,30.4,,,,1.7,,1014.3,
2019-10-30,24.8,19.5,30,,,,3.7,,1013,
2019-10-31,25.1,17.4,31,,,,3.1,,1012.3,
2019-11-01,25.4,18.1,31,,,,2.3,,1012.4,
2019-11-02,23.2,20,28.7,,,,5.1,,1014,
2019-11-03,22.7,18.5,28.7,0.8,,262,8.1,,1015,
2019-11-04,22.9,18,29,0,,265,9.9,,1014.7,
2019-11-05,22.9,16,29,,,266,8.3,,1011.9,
2019-11-06,24,16,30,,,,5.2,,1009.6,
2019-11-07,20.4,18,31.6,,,82,7.4,,1011,
2019-11-08,22.6,16,28,,,350,5.1,,1013.7,
2019-11-09,22.2,15.4,28,,,287,9.4,,1014.5,
2019-11-10,19.8,14.5,29.4,,,284,5.5,,1014.4,
2019-11-11,20.9,14.4,27.8,,,,4.3,,1013.3,
2019-11-12,20.4,12.5,27.2,,,,4.8,,1014.3,
2019-11-13,21.4,14.2,28,,,,2.2,,1016.3,
2019-11-14,21,16,27.4,,,,2.3,,1016.9,
2019-11-15,21.6,15.6,27,,,282,6.9,,1016.1,
2019-11-16,21.4,18,28.2,,,288,12,,1015.9,
2019-11-17,21.1,14.1,28.9,,,275,12.6,,1015.8,
2019-11-18,19.8,14,28.4,,,266,9.8,,1015.2,
2019-11-19,20,13,26,,,,5.1,,1014.5,
2019-11-20,19.9,12.3,26.4,,,,2.7,,1015,
