date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-26,12.8,6.5,19,,,329,3.4,,1017.8,
2021-01-27,13.1,6.6,20,,,314,5.5,,1017.6,
2021-01-28,12.4,6.2,19.4,,,342,2.6,,1018.3,
2021-01-29,12.4,6,19,,,306,6.8,,1018.9,
2021-01-30,12.3,6,20,,,303,6.5,,1017.1,
2021-01-31,13.7,6.4,21,,,332,3.3,,1017.7,
2021-02-01,17.2,8,25,,,327,3.8,,1019.2,
2021-02-02,17.7,9.2,25,,,358,4,,1017.4,
2021-02-03,18.2,13,25,,,112,11.6,,1015.7,
2021-02-04,15.6,12.6,21,0.8,,45,10.6,,1016.3,
2021-02-05,14.4,8.9,21,4.1,,324,5.5,,1018,
2021-02-06,14.9,8.5,22,0,,313,7.9,,1018.5,
2021-02-07,14.9,9,22,,,291,7.6,,1018.2,
2021-02-08,15.7,9.5,23,,,322,4.1,,1018.1,
2021-02-09,16.8,10,25,,,330,3.8,,1015,
2021-02-10,19.2,12,26,,,285,5.7,,1013,
2021-02-11,16.8,11,24,,,,4.8,,1014,
2021-02-12,17.8,12,25,,,,3.3,,1015,
2021-02-13,18.3,14,25,,,,2.1,,1015.2,
2021-02-14,18.7,12,27,,,346,3.4,,1014.8,
2021-02-15,20.2,12,27,,,4,3.5,,1013.1,
2021-02-16,20.5,13.3,27,,,8,4.6,,1012.5,
2021-02-17,18.3,13,27.6,,,318,3.7,,1014.4,
2021-02-18,19.2,13,26,,,339,3.6,,1017.1,
2021-02-19,17.4,12,26,,,311,4.3,,1019.6,
2021-02-20,17.3,12,25,,,,6.4,,1019.1,
2021-02-21,15.7,12,27,,,273,7.6,,1017.5,
2021-02-22,19.2,12.8,28,,,309,6.4,,1015.5,
2021-02-23,20.4,13.2,29,,,325,3.5,,1013.3,
2021-02-24,22,14,31,,,318,4.7,,1011.4,
2021-02-25,22.4,16,31,,,313,6.3,,1010.3,
2021-02-26,23.9,15,31.2,,,286,7.7,,1007.7,
2021-02-27,24.1,19,31.6,,,267,8.4,,1007.2,
2021-02-28,23.2,19,30.6,,,333,5.6,,1010.6,
2021-03-01,20.2,15,28,,,299,9.8,,1014.7,
2021-03-02,20.8,13,28.1,,,277,15.2,,1014.6,
2021-03-03,20.8,12.5,30,,,282,9.6,,1012.6,
2021-03-04,23.6,15,32,,,341,3.7,,1012.4,
2021-03-05,22.3,14,32.5,,,294,10.8,,1012.1,
2021-03-06,22.2,14.8,30.3,,,279,9,,1011.3,
2021-03-07,25,17,33,,,89,9.5,,1009.7,
2021-03-08,24.4,20,33.5,,,100,11.3,,1010.9,
2021-03-09,25.8,21,32,,,106,12.4,,1012.5,
2021-03-10,25.1,18.7,31.4,1,,318,5.3,,1012.3,
2021-03-11,25.7,19,33,0,,79,5.2,,1013.2,
2021-03-12,23.7,21.6,29,2,,98,14,,1015.2,
2021-03-13,23.8,17,30.7,0.3,,326,6.2,,1016.1,
2021-03-14,23.9,16.6,31,0,,311,7.7,,1013.3,
2021-03-15,24.1,17,31,,,291,9.4,,1012.3,
2021-03-16,24.7,19,31,,,289,8.8,,1012.3,
2021-03-17,25.6,18,33.4,,,305,6.7,,1010.8,
2021-03-18,26,20.4,34,,,321,4.6,,1011.1,
2021-03-19,26.6,22,33,,,313,8,,1010.8,
2021-03-20,25.3,18,32.8,,,293,9,,1009.2,
2021-03-21,26.4,18,34.2,,,3,6.7,,1008.7,
2021-03-22,26.5,21.8,31,,,63,13.9,,1011.9,
2021-03-23,25,21,29.5,,,59,13.3,,1013.8,
2021-03-24,24.9,18.6,31.6,,,299,10.1,,1014.2,
2021-03-25,23.3,16,29.8,,,279,13.4,,1013.6,
2021-03-26,23.6,16,31,,,294,11.4,,1011.7,
2021-03-27,25.9,18,33.6,,,315,6.1,,1009.7,
2021-03-28,28,20,36,,,347,5.5,,1007,
2021-03-29,30.4,24,39,,,117,8.4,,1004.2,
2021-03-30,29.6,22,37.6,,,287,15.7,,1000.2,
2021-03-31,27.7,21,35.2,,,284,17.5,,1001.3,
2021-04-01,26.6,18.6,35,,,285,18.1,,1002.7,
2021-04-02,25.8,16,33.6,,,282,11.1,,1005.5,
2021-04-03,26.9,17.2,34.6,,,339,5,,1008.4,
2021-04-04,27.5,19,36.8,,,309,6.6,,1009.1,
2021-04-05,30,21,38,,,26,5.7,,1007.5,
2021-04-06,30.7,24,38,,,90,9.5,,1005.9,
2021-04-07,29.8,23.8,36.4,,,327,12.5,,1008.6,
2021-04-08,28.1,22,35.2,,,300,10.1,,1009.3,
2021-04-09,28.2,20,36.6,,,337,7.6,,1009.9,
2021-04-10,29.5,21.6,37.4,,,313,7.4,,1011.4,
2021-04-11,30,20,38.6,,,315,7.1,,1011.3,
2021-04-12,30.2,22,38.6,,,302,6.9,,1011.7,
2021-04-13,30.7,21,40.2,,,301,8.3,,1010,
2021-04-14,31.9,23,40.4,,,284,10.1,,1008.7,
2021-04-15,31.6,25,40,,,295,9.4,,1007.7,
2021-04-16,28.7,21,40,,,275,9.5,,1007.2,
2021-04-17,26.8,20,34,,,291,10.4,,1009.9,
2021-04-18,28.7,21,35.6,,,313,6.6,,1011.5,
2021-04-19,30.3,22,37.8,,,308,8.1,,1007.4,
2021-04-20,28,21,33,,,31,13.6,,1006.2,
2021-04-21,25.8,18,34.4,0,,273,13.6,,1008.7,
2021-04-22,27.6,21,33,,,70,9.8,,1010.7,
2021-04-23,26.7,23,31.8,,,69,16,,1009,
2021-04-24,26.8,18,34.8,0,,319,11.8,,1010.2,
2021-04-25,28.3,20.2,37.2,0,,311,8.9,,1010,
2021-04-26,30.6,20,39.7,,,309,5.6,,1008,
2021-04-27,32.3,25,41,,,335,5.5,,1007,
2021-04-28,33.5,24,42.6,,,312,7.5,,1007.7,
2021-04-29,34.2,27,42.4,,,303,9.3,,1007.5,
2021-04-30,33.5,26.4,39.8,,,343,7.7,,1007.3,
2021-05-01,33.3,27,43.2,0,,61,10.5,,1007.1,
2021-05-02,32.2,27.8,38,,,245,7.7,,1007.7,
2021-05-03,32.8,27,39.6,,,272,10.2,,1005.9,
2021-05-04,33.4,27,41.2,,,257,8.4,,1004.4,
2021-05-05,32.5,25.2,42.4,0.3,,80,10.3,,1005.5,
2021-05-06,28.3,24,40.7,0,,77,12.5,,1007.6,
2021-05-07,29.7,21.7,40,2,,31,7.3,,1009.5,
2021-05-08,32.4,24.4,38.6,0,,341,6.4,,1008.1,
2021-05-09,31.5,26.8,39.8,,,122,9.8,,1006.2,
2021-05-10,30.7,25.6,40.6,2,,82,10,,1004.7,
2021-05-11,31.8,24.8,39.2,0,,159,10.4,,1003.3,
2021-05-12,31.3,25.6,37.2,,,32,11.6,,1001.7,
2021-05-13,27.5,20.7,38.6,2,,85,12.5,,1004,
2021-05-14,30.6,23.2,36,0,,99,9,,1003.7,
2021-05-15,30.7,25.2,38.4,,,31,10,,1004.9,
2021-05-16,33,26,40,,,20,5.6,,1006.3,
2021-05-17,32.9,27.8,37,,,249,6.2,,1006.3,
2021-05-18,28,25,31,,,158,10.5,,1006.5,
2021-05-19,21.5,20.7,30.6,2,,55,13.7,,1004.7,
2021-05-20,25.8,20,30,64,,341,15.2,,1002.5,
2021-05-21,25.7,21,32,6.1,,121,10.8,,1005.3,
2021-05-22,28.4,18.8,34,22.1,,343,12.3,,1005.4,
2021-05-23,27.6,22.9,34.4,0,,287,11.7,,1006.2,
2021-05-24,29.4,22,36,,,294,13.2,,1006.2,
2021-05-25,31.9,24.8,39,,,317,10.9,,1002.4,
2021-05-26,32.9,24.8,40,,,334,6.4,,1000.3,
2021-05-27,32.9,25.2,40.4,,,297,8.6,,1000.4,
2021-05-28,32.3,27,38,,,140,14,,1002.1,
2021-05-29,32.2,28,37,,,139,16.9,,1003.4,
2021-05-30,30.6,27,37.4,,,137,17.7,,1003.8,
2021-05-31,32.6,26.2,38,,,170,7.6,,1000.3,
2021-06-01,26.8,21,32,,,30,12.5,,1004.1,
2021-06-02,29.9,24.8,36,,,327,10.5,,1004.5,
2021-06-03,31.7,26,38,,,5,6.2,,1005.4,
2021-06-04,30.7,23,38,,,76,9.7,,1005.3,
2021-06-05,30,24.4,37,,,100,10.9,,1004,
2021-06-06,31.5,26.4,37,,,317,5.6,,1003.5,
2021-06-07,34,27.6,39,,,296,7.7,,1001.1,
2021-06-08,35.6,29.8,40.2,,,266,13.8,,998.7,
2021-06-09,36.6,31,41.2,,,257,11.7,,997.3,
2021-06-10,34,24.6,38.8,,,119,12.9,,997.7,
2021-06-11,32.7,23.2,39.1,2,,110,11.9,,997.4,
2021-06-12,30.3,25,38.8,0,,116,17,,999,
2021-06-13,29.7,23.2,33.2,2,,38,8.9,,1000.1,
2021-06-14,32.6,25.9,37.2,1,,343,7.1,,997.7,
2021-06-15,31.3,28,38.7,0,,165,12.1,,994.8,
2021-06-16,29.7,27,32.6,,,68,10.4,,998,
2021-06-17,31.3,27.8,34,,,52,8.4,,999.6,
2021-06-18,30.5,27,35,,,93,12.1,,1000.7,
2021-06-19,30.3,27,34.2,,,32,10.4,,1000.4,
2021-06-20,29.4,24.8,35.2,0,,53,11.2,,1001.2,
2021-06-21,31.9,25.8,37,,,30,7.7,,1002.1,
2021-06-22,34.8,29.4,40,,,309,7.2,,1001.3,
2021-06-23,35.1,30,40.6,,,351,7.1,,1001.5,
2021-06-24,32.2,29,38.6,,,121,11.5,,1001.7,
2021-06-25,32.4,27,39,,,288,9.6,,1000.7,
2021-06-26,31.3,27,38,,,353,6.3,,1002.9,
2021-06-27,33.9,29,39,,,22,5.5,,1005,
2021-06-28,34.7,29.4,39.6,,,8,6.5,,1003.6,
2021-06-29,36.5,30,42.2,,,318,9.6,,1000.1,
2021-06-30,37.9,32,43,,,266,16.7,,997.3,
2021-07-01,37.5,33,42,,,249,14.4,,995.7,
2021-07-02,34,26,41,,,257,14,,997.5,
2021-07-03,31.6,28,38,,,267,12.7,,1000.8,
2021-07-04,33.3,28,39,,,311,7.3,,1002.4,
2021-07-05,33.7,29,40,,,288,9.1,,1002.6,
2021-07-06,34.8,29.4,40,,,281,11.7,,1000.9,
2021-07-07,36.4,31.2,42,,,275,11.2,,999.5,
2021-07-08,36.3,31,41.8,,,286,12.4,,999.3,
2021-07-09,33.2,29.8,38,,,94,13.2,,1000.8,
2021-07-10,34.5,30,38.4,,,96,14,,1000.3,
2021-07-11,33.6,29.6,38,,,105,17.5,,1001.7,
2021-07-12,31.7,28.8,36.6,,,104,18,,1003.6,
2021-07-13,29.2,24.3,37,23.9,,66,10.5,,1003.2,
2021-07-14,27.9,26,34.6,7.9,,66,12.5,,1002.9,
2021-07-15,31.1,24.8,35,3,,61,11.5,,1003.2,
2021-07-16,33.3,27.9,37,0,,84,12,,1004.3,
2021-07-17,33,29,37.6,,,112,9,,1002,
2021-07-18,30.1,27.8,38.8,7.1,,181,9.9,,999,
2021-07-19,26,24.5,28,99.1,,227,6.9,,999.1,
2021-07-20,27.4,24.3,32,68.1,,33,4.7,,999.1,
2021-07-21,30.1,23.1,34,39.1,,11,5.1,,997.6,
2021-07-22,29.3,25.8,34.6,0,,49,9.1,,996.6,
2021-07-23,30.4,27.8,34,,,109,10.8,,998,
2021-07-24,31.5,28.6,35,,,63,5,,998.9,
2021-07-25,32.3,28,36,,,92,8.8,,998.5,
2021-07-26,30.7,29.8,32.2,,,93,8.6,,997.4,
2021-07-27,27.8,25.8,30,68.1,,304,6.5,,995.8,
2021-07-28,26.6,26,29.6,69.1,,252,8,,997.5,
2021-07-29,28.7,25.6,33.2,26.9,,307,6.9,,997.9,
2021-07-30,27.6,26,33.6,0,,359,6.1,,998.9,
2021-07-31,30.2,26,34,15,,74,9.6,,999.2,
2021-08-01,28.3,24,34.2,30,,342,5.7,,998.6,
2021-08-02,28.4,27,32,4.1,,357,6.3,,999,
2021-08-03,29.9,27,33,18,,60,11,,1000.1,
2021-08-04,30.3,27,33.3,0.5,,78,9.8,,1000.8,
2021-08-05,30.4,27,35.6,0,,42,6.8,,1000.7,
2021-08-06,30.9,28,35.2,,,33,6.1,,1000.5,
2021-08-07,29.5,28,32.2,,,14,3.6,,1002.2,
2021-08-08,28.1,27,32,,,343,3.1,,1003.7,
2021-08-09,29,26,33.6,,,17,5.7,,1003.8,
2021-08-10,30.8,26,35.4,,,262,10.9,,1002.1,
2021-08-11,31.2,28,35.2,,,262,13.5,,1002.3,
2021-08-12,32,28,35.6,,,257,11.7,,1003.6,
2021-08-13,32,28,35.4,,,254,11.8,,1001.9,
2021-08-14,31.9,28,36,,,270,11.4,,999.9,
2021-08-15,32,29,36.6,,,284,10.9,,1001.4,
2021-08-16,32.9,28.8,37,,,288,9.7,,1004.4,
2021-08-17,33.2,30,37.6,,,308,8.8,,1004.2,
2021-08-18,33,29,37.6,,,322,7.5,,1002.2,
2021-08-19,32.2,29.8,36,,,25,5.5,,1001.3,
2021-08-20,27.8,26,31,,,87,11.4,,1003.9,
2021-08-21,27.6,24.7,32.2,84.1,,82,11.3,,1005.4,
2021-08-22,29.7,26,34,11.9,,110,9.6,,1005.3,
2021-08-23,30.6,27.6,34,0,,285,5.9,,1003,
2021-08-24,31.3,28.4,34.2,,,292,7.5,,1001.7,
2021-08-25,32.2,29,36,,,240,13.9,,999.6,
2021-08-26,30.8,28,34,,,248,12.8,,999.2,
2021-08-27,31.2,28,35,,,231,9.4,,1001.2,
2021-08-28,31,28,35.4,,,85,8.6,,1001.9,
2021-08-29,30.1,27,34,,,116,9.4,,1002.7,
2021-08-30,29.3,26.4,34.5,0,,92,10.9,,1006,
2021-08-31,26.8,23.4,29,,,88,10.2,,1008,
2021-09-01,25.9,23,30.5,,,45,9.1,,1007.6,
2021-09-02,27.7,24,32.4,,,67,7.2,,1005.2,
2021-09-03,28.9,25.1,34,4.1,,35,7.2,,1003.7,
2021-09-04,28.2,26,32,1,,96,6.4,,1003.6,
2021-09-05,30.2,26.6,34,0,,46,5.1,,1003.6,
2021-09-06,31.2,28,35,3,,96,5.1,,1004.8,
2021-09-07,29.4,26.8,33,0,,102,10.8,,1006.2,
2021-09-08,29.3,26.6,32,0.8,,97,13.2,,1005.2,
2021-09-09,29.6,27.5,32.2,0,,88,10.2,,1004.1,
2021-09-10,27.6,24,32,18,,88,12.1,,1004.1,
2021-09-11,24.8,24,32.6,103.1,,82,12.5,,1004,
2021-09-12,26.9,24,32.8,38.1,,79,7.6,,1002.4,
2021-09-13,27.3,25,33,3,,60,5.9,,1002.7,
2021-09-14,28.9,24,34.3,2,,46,8.7,,1004.8,
2021-09-15,29.5,25.6,34.4,5.1,,108,10.7,,1006,
2021-09-16,25.4,24,33.6,0,,29,4.4,,1004.9,
2021-09-17,27.8,24.3,31,8.9,,50,11.2,,1003.9,
2021-09-18,28.7,25,32,0,,83,10.4,,1005.6,
2021-09-19,29.7,26,33.2,,,111,10.2,,1007.3,
2021-09-20,30.1,27,34.6,,,97,7,,1006.4,
2021-09-21,29.8,27,35,,,100,7.8,,1005.3,
2021-09-22,27.4,25,30.8,,,103,9.8,,1005.1,
2021-09-23,27.8,25,31.4,,,101,11.4,,1006.9,
2021-09-24,28.1,25.4,34,,,60,8,,1007.7,
2021-09-25,28.6,26,33.5,0,,48,6,,1006.4,
2021-09-26,28,25,32,,,85,9.5,,1006.3,
2021-09-27,29.6,26,33,,,43,4.4,,1006.6,
2021-09-28,30.4,26,34.8,,,78,9.2,,1007.3,
2021-09-29,30.1,27,33.4,,,95,10.7,,1008.6,
2021-09-30,29.7,26,34,,,103,6.7,,1009.8,
2021-10-01,29.7,27,33,,,2,3.7,,1009.4,
2021-10-02,30.2,26.5,35,0,,300,6.9,,1007.9,
2021-10-03,30.2,27,35,,,268,8.6,,1006.1,
2021-10-04,30.6,27,35.8,,,281,5.8,,1005.9,
2021-10-05,29.9,27,34,,,347,5.2,,1008.5,
2021-10-06,29.5,26,34.8,,,313,7.3,,1008.7,
2021-10-07,29,26,33.8,,,300,8,,1007.5,
2021-10-08,29.1,25,35,,,311,6.1,,1006.3,
2021-10-09,29.5,24,36,,,319,5.1,,1006.6,
2021-10-10,29.4,24,35.8,,,316,5.1,,1007.2,
2021-10-11,29.8,25,36.2,,,339,3.4,,1006.7,
2021-10-12,29.3,24,36,,,317,6.3,,1007,
2021-10-13,28.4,24,34.4,,,309,10.4,,1008.1,
2021-10-14,26.2,20,32.6,,,298,9.4,,1007.9,
2021-10-15,26.4,20,33.4,,,301,4.8,,1005.6,
2021-10-16,27.6,22,33.6,,,338,2.5,,1006.1,
2021-10-17,24.2,22,35,0.3,,48,9.6,,1007.6,
2021-10-18,21.7,20,23.8,55.9,,27,9.1,,1006.9,
2021-10-19,24.9,20.5,30,0,,292,10.6,,1008.1,
2021-10-20,25.3,21,30.6,,,311,6.2,,1011.2,
2021-10-21,25,19.2,32,,,313,6.9,,1010.7,
2021-10-22,25.4,20,31.4,,,296,7,,1011,
2021-10-23,25.3,20,30.6,,,60,5.7,,1012.5,
2021-10-24,23.9,19,29.2,,,114,10.8,,1014.1,
2021-10-25,22.5,18,28,,,319,7,,1014.8,
2021-10-26,22.4,18,27,,,302,6.4,,1014.2,
2021-10-27,22.3,17,28,,,300,5.9,,1015.7,
2021-10-28,22,17,27.6,,,327,4,,1015.9,
2021-10-29,22.7,17,29,,,338,3.3,,1017.4,
2021-10-30,22.6,17,28.2,,,318,5.7,,1016.7,
2021-10-31,22.7,19,28,,,318,4.3,,1014.8,
2021-11-01,22.6,17,29.4,,,76,5,,1013.8,
2021-11-02,22.9,17,29,,,113,8.8,,1015.4,
2021-11-03,22.7,18,30,,,45,3.6,,1015.1,
2021-11-04,21.1,17,26.2,,,324,3.3,,1014.5,
2021-11-05,20.7,17,25.4,,,306,3.5,,1014.3,
2021-11-06,21,17,27,,,310,4.8,,1012.7,
2021-11-07,21.2,17,28,,,311,4.4,,1012.5,
2021-11-08,21.4,17,27.2,,,320,3.8,,1014.3,
2021-11-09,21.7,17,28,,,319,4.3,,1015.1,
2021-11-10,21.6,16.8,28,,,326,3.1,,1014.3,
2021-11-11,19.7,16,24.8,,,345,1.6,,1014,
2021-11-12,20,15.8,26,,,336,2.3,,1014.5,
2021-11-13,20,15,27,,,327,3,,1014.3,
2021-11-14,19.7,15,26,,,336,2.2,,1013.4,
2021-11-15,19.2,13,25,,,322,3.1,,1012.7,
2021-11-16,18.8,13.4,26,,,327,3.3,,1013.7,
2021-11-17,18.4,13.4,25.2,,,8,1.7,,1015.9,
2021-11-18,19.5,13.8,25.1,,,354,1.9,,1014.4,
2021-11-19,19.4,14,24,,,338,2.2,,1012.1,
2021-11-20,20.1,16,25,,,329,2.4,,1012.6,
2021-11-21,19.7,15,25,,,315,4.5,,1013.9,
2021-11-22,19.1,12.4,26,,,269,11.6,,1013.7,
2021-11-23,18.1,13,25,,,321,3.8,,1012.7,
2021-11-24,18.8,12.8,26.8,,,33,4.3,,1013.8,
2021-11-25,19.4,13,26,,,30,3.2,,1015,
2021-11-26,19.4,14,25.6,,,11,1.9,,1015.1,
2021-11-27,18.1,13,25,,,36,4,,1015.9,
2021-11-28,19,14.6,25.2,,,34,3.1,,1017.7,
2021-11-29,18.6,13,25,,,308,4.7,,1018.2,
2021-11-30,18,13,24,,,283,5.5,,1017.4,
2021-12-01,18,15,21.8,,,315,3.1,,1017.7,
2021-12-02,16.6,15,19,,,244,6.5,,1017.6,
2021-12-03,17.2,14,22,,,303,4.6,,1018,
2021-12-04,18.6,13,25,,,308,3.7,,1016.7,
2021-12-05,19.5,15.2,24.4,,,46,3.7,,1016.7,
2021-12-06,19,15.8,25.4,0,,318,6.8,,1016.9,
2021-12-07,17.5,13,24,,,283,7.4,,1018.2,
2021-12-08,16.5,12,22,,,284,6.9,,1018,
2021-12-09,16.5,12,22,,,292,5.1,,1020.3,
2021-12-10,16.5,12,22,,,292,6.8,,1020.4,
2021-12-11,15.7,11,21.2,,,295,5.4,,1019.5,
2021-12-12,15.3,10,20.6,,,308,3.8,,1019.9,
2021-12-13,15.1,10,21.2,,,17,2.4,,1018.5,
2021-12-14,15.5,10,21.2,,,32,3.2,,1017.7,
2021-12-15,15.6,11,21,,,343,4.2,,1018.3,
2021-12-16,14.9,11.8,20,,,351,6.2,,1019.2,
2021-12-17,13.6,9.4,19,,,286,11.3,,1020.9,
2021-12-18,10.9,7,17,,,267,13.3,,1020.9,
2021-12-19,11.2,5,17,,,262,10.4,,1020.2,
2021-12-20,12.2,6,19,,,281,5.3,,1019.2,
2021-12-21,13.6,7.8,21,,,330,3.1,,1017.6,
2021-12-22,14.5,8,22,,,341,4.7,,1015.4,
2021-12-23,15.2,10,21.2,,,87,6.1,,1014.6,
2021-12-24,15.7,11,22,,,88,6.9,,1014.3,
2021-12-25,15.9,10,23,,,2,2.6,,1016.3,
2021-12-26,16.1,13,20.4,,,65,6,,1018.2,
2021-12-27,15.7,12,20.7,3,,15,3.2,,1019.7,
2021-12-28,14.3,13,21.6,0,,1,2,,1018.7,
2021-12-29,14,11,19.8,,,292,6.1,,1019.6,
2021-12-30,12,7,18,,,349,3,,1023.6,
2021-12-31,11.3,7,18,,,297,4.7,,1023.4,
2022-01-01,12.2,7,18,,,309,3.8,,1022.3,
2022-01-02,12.9,8,19,,,295,3.8,,1020.9,
2022-01-03,13.9,8,20,,,327,3.5,,1018.9,
2022-01-04,16,11,22,,,341,2.4,,1017.9,
2022-01-05,13.5,12.8,22,0,,74,7.8,,1016.8,
2022-01-06,15.4,12,22,7.1,,109,10,,1016.7,
2022-01-07,16.3,13.8,20.5,0,,125,15.1,,1016.4,
2022-01-08,15.8,15,18.7,48,,89,13.6,,1015.8,
2022-01-09,12.8,12,16.6,20.1,,275,7.7,,1015.5,
2022-01-10,12.1,10,16.6,1,,286,6.2,,1018.3,
2022-01-11,10.9,7,16,0,,278,9.6,,1018.3,
2022-01-12,11.4,8,16,,,293,5.4,,1017.7,
2022-01-13,11.5,7.8,16.4,,,348,2.8,,1017.9,
2022-01-14,10.6,8,14.2,,,344,3,,1018.7,
2022-01-15,10,9,13,,,309,6.5,,1020.2,
2022-01-16,10.6,8,15,,,304,5.3,,1020.8,
2022-01-17,11.4,8.8,17.8,,,356,2.6,,1021.4,
2022-01-18,10.6,9,13.6,,,289,8.5,,1019.4,
2022-01-19,11.9,8,16,,,324,5.9,,1016.4,
2022-01-20,12.6,10,18.4,0,,107,6.9,,1012.2,
2022-01-21,13.4,10,18.9,,,61,3.9,,1012.2,
2022-01-22,12.9,11,15,6.1,,98,15.1,,1007.7,
2022-01-23,12.2,11,15,27.9,,334,9.9,,1010.2,
2022-01-24,11.6,10,16.3,0,,326,3,,1014.3,
2022-01-25,10,8,12,,,300,5.6,,1015.5,
2022-01-26,11.2,8,15,,,319,5.7,,1016.2,
2022-01-27,12.3,8,18,,,286,9.4,,1017.3,
2022-01-28,12.7,7,19,,,271,11.5,,1017.2,
2022-01-29,13.9,8,21,,,326,4.6,,1017.3,
2022-01-30,14.7,10,21,,,266,11.4,,1012.8,
2022-01-31,14.7,9.8,23,,,41,4.4,,1012.1,
2022-02-01,13.2,10,19,,,290,6.2,,1011.9,
2022-02-02,14.7,10,21,,,280,10.2,,1011.4,
2022-02-03,12.4,11,21.5,0,,107,17.3,,1007.3,
2022-02-04,12.8,10,16.8,1,,291,10.8,,1009.7,
2022-02-05,11.9,7.3,18,0,,312,4.1,,1014.2,
2022-02-06,14.5,8,22,,,341,3.9,,1016.2,
2022-02-07,17.6,12,24,,,127,6.4,,1015.2,
2022-02-08,18.6,13,25.2,,,37,4.1,,1013.4,
2022-02-09,15.6,13,25.6,4.1,,45,9,,1015.5,
2022-02-10,15.7,10.2,21.2,0,,280,9.2,,1018.1,
2022-02-11,15.3,10,21,,,268,11.3,,1016.4,
2022-02-12,15.9,9,22,,,304,8,,1015.1,
2022-02-13,17.4,10.8,24.8,,,346,4.6,,1013.8,
2022-02-14,18.2,11,25,,,54,5.9,,1013.7,
2022-02-15,19.2,13,25.4,,,272,5.5,,1013.6,
2022-02-16,18.3,13,24.8,,,318,4.8,,1011.7,
2022-02-17,18.4,13,25.6,,,322,3.7,,1011.4,
2022-02-18,19.7,13,27.5,,,323,4.7,,1012.8,
2022-02-19,19,13,25.2,,,277,10.1,,1014.2,
2022-02-20,17.9,12,23.2,,,267,12.6,,1008.8,
2022-02-21,18.2,12,25,,,277,8.1,,1008.7,
2022-02-22,19.8,14,25.8,,,101,18.5,,1010.1,
2022-02-23,19.1,15,24,,,101,13.7,,1014.2,
2022-02-24,19.9,15,25.6,,,336,4.5,,1016.1,
2022-02-25,20.3,15,27.2,,,70,7.7,,1016.3,
2022-02-26,18.4,15.6,22.8,,,71,18.6,,1017.3,
2022-02-27,17.8,14,24.2,0.5,,327,9.5,,1018.8,
2022-02-28,17.9,11.1,24.9,0,,283,9.7,,1017.2,
2022-03-01,18.7,12,25,,,323,4.8,,1017.1,
2022-03-02,19.9,14,26.2,,,311,5,,1016.9,
2022-03-03,22,16,28.6,,,220,8.9,,1015.6,
2022-03-04,20.4,16,25,,,303,11.5,,1016.5,
2022-03-05,19.7,13,25.4,,,279,12.8,,1015.1,
2022-03-06,20.6,15,27,,,280,5.8,,1013.9,
2022-03-07,22.4,16,29,,,43,5.3,,1015.2,
2022-03-08,22.8,17,29.8,,,328,7,,1014.5,
2022-03-09,23.5,17,31,,,288,9.8,,1013.5,
2022-03-10,23.2,17,29.2,,,271,10.5,,1013.3,
2022-03-11,22.9,17,29,,,272,11.6,,1013.4,
2022-03-12,23.1,16,30.4,,,291,9.6,,1011.9,
2022-03-13,25,19,31.8,,,286,7.6,,1011.8,
2022-03-14,26,20,32.8,,,324,5.6,,1010.9,
2022-03-15,27.2,21,34,,,305,7.3,,1008.3,
2022-03-16,27.7,21,34.4,,,266,12.6,,1006,
2022-03-17,27.8,22,34.6,,,283,6,,1007,
2022-03-18,28.5,24,34.6,,,112,9.3,,1007.8,
2022-03-19,28.8,23,36,,,112,6.6,,1005.7,
2022-03-20,29.9,23.6,37.2,,,134,8,,1004.3,
2022-03-21,29.1,23,36,,,297,9.2,,1006.5,
2022-03-22,28.5,22,34.6,,,286,13.8,,1007.7,
2022-03-23,28,22,35.2,,,298,6.1,,1007.4,
2022-03-24,28.3,21,34.8,,,317,7.3,,1005.9,
2022-03-25,27.9,22,34.7,,,288,9.5,,1007.4,
2022-03-26,27.2,20,34,,,273,12.7,,1009.2,
2022-03-27,28.9,22.2,36,,,287,7.7,,1008.6,
2022-03-28,30,21,38.8,,,321,6.2,,1007.7,
2022-03-29,30.7,22.2,40,,,305,6.3,,1005.9,
2022-03-30,31,22.8,39,,,336,3.9,,1006,
2022-03-31,31.2,23.8,38.8,,,67,7.4,,1006.7,
2022-04-01,30.3,24,36.2,,,295,9.1,,1007.3,
2022-04-02,30.5,21.6,39.2,,,323,4.4,,1008.5,
2022-04-03,31,23,39.4,,,359,7.9,,1007.5,
2022-04-04,30.7,24,38.4,,,278,8.8,,1007.6,
2022-04-05,30.8,23,38.8,,,320,6.4,,1010.6,
2022-04-06,31.1,23,40,,,313,6.1,,1010.6,
2022-04-07,31.8,23.4,40,,,318,5.5,,1009.6,
2022-04-08,32.6,24.6,42,,,324,4.9,,1007,
2022-04-09,33.7,25.4,42.2,,,322,5.4,,1005,
2022-04-10,33.9,27,42,,,292,7.3,,1004.4,
2022-04-11,34.3,26,42.2,,,301,5.8,,1003.9,
2022-04-12,33.2,27,39,,,249,8,,1004,
2022-04-13,33.4,26,40.2,,,281,6.8,,1003.4,
2022-04-14,32.6,27,39,,,272,11.9,,1003.1,
2022-04-15,32.8,25.8,40,,,68,9.7,,1003,
2022-04-16,32.5,25,40,,,24,7.6,,1002.5,
2022-04-17,33,25.2,40.2,,,9,4.4,,1003.6,
