Date,Hour,Hourly Demand Met (in MW)
2017-02-11,15,2518.69
2017-02-11,16,2464.19
2017-02-11,17,2578.76
2017-02-11,18,2920.94
2017-02-11,19,2987.98
2017-02-11,20,2796.11
2017-02-11,21,2524.96
2017-02-11,22,2259.28
2017-02-11,23,1905.51
2017-02-12,0,1607.92
2017-02-12,1,1443.21
2017-02-12,2,1362.27
2017-02-12,3,1330.73
2017-02-12,4,1378.39
2017-02-12,5,1571.18
2017-02-12,6,1964.78
2017-02-12,7,2595.96
2017-02-12,8,3052.55
2017-02-12,9,3326.17
2017-02-12,10,3506.41
2017-02-12,11,3407.18
2017-02-12,12,3184.09
2017-02-12,13,2777.88
2017-02-12,14,2610.58
2017-02-12,15,2449.72
2017-02-12,16,2386.16
2017-02-12,17,2483.84
2017-02-12,18,2763.01
2017-02-12,19,2834.55
2017-02-12,20,2680.36
2017-02-12,21,2477.91
2017-02-12,22,2174.76
2017-02-12,23,1829.22
2017-02-13,0,1532.64
2017-02-13,1,1390.5
2017-02-13,2,1331.82
2017-02-13,3,1310.39
2017-02-13,4,1385.7
2017-02-13,5,1749.49
2017-02-13,6,2597.3
2017-02-13,7,3207.49
2017-02-13,8,3308.23
2017-02-13,9,3429.07
2017-02-13,10,3468.47
2017-02-13,11,3283.08
2017-02-13,12,3082.1
2017-02-13,13,2734.48
2017-02-13,14,2704.21
2017-02-13,15,2676.96
2017-02-13,16,2654.74
2017-02-13,17,2743.6
2017-02-13,18,3016.69
2017-02-13,19,3113.69
2017-02-13,20,2873.93
2017-02-13,21,2579.82
2017-02-13,22,2299.09
2017-02-13,23,1955.16
2017-02-14,0,1675.22
2017-02-14,1,1528.6
2017-02-14,2,1461.97
2017-02-14,3,1411.64
2017-02-14,4,1472.58
2017-02-14,5,1843.58
2017-02-14,6,2668.03
2017-02-14,7,3246.45
2017-02-14,8,3336.83
2017-02-14,9,3406.61
2017-02-14,10,3505.48
2017-02-14,11,3305.25
2017-02-14,12,3135.59
2017-02-14,13,2760.5
2017-02-14,14,2753.62
2017-02-14,15,2728.58
2017-02-14,16,2680.38
2017-02-14,17,2819.45
2017-02-14,18,3043.78
2017-02-14,19,3131.17
2017-02-14,20,2891.69
2017-02-14,21,2560.95
2017-02-14,22,2301.09
2017-02-14,23,1921.95
2017-02-15,0,1647.12
2017-02-15,1,1493.47
2017-02-15,2,1418.45
2017-02-15,3,1389.04
2017-02-15,4,1458.06
2017-02-15,5,1788.56
2017-02-15,6,2642.83
2017-02-15,7,3268.06
2017-02-15,8,3401.1
2017-02-15,9,3490.77
2017-02-15,10,3519.25
2017-02-15,11,3340.76
2017-02-15,12,3129.69
2017-02-15,13,2794.7
2017-02-15,14,2793.4
2017-02-15,15,2738.01
2017-02-15,16,2709.57
2017-02-15,17,2817
2017-02-15,18,3070.82
2017-02-15,19,3142.76
2017-02-15,20,2911.52
2017-02-15,21,2583.28
2017-02-15,22,2282.99
2017-02-15,23,1909.68
2017-02-16,0,1647.12
2017-02-16,1,1493.47
2017-02-16,2,1418.45
2017-02-16,3,1389.04
2017-02-16,4,1458.06
2017-02-16,5,1788.56
2017-02-16,6,2642.83
2017-02-16,7,3268.06
2017-02-16,8,3401.1
2017-02-16,9,3472.24
2017-02-16,10,3433.72
2017-02-16,11,3289.07
2017-02-16,12,3105.71
2017-02-16,13,2746.34
2017-02-16,14,2761.12
2017-02-16,15,2745.58
2017-02-16,16,2715.35
2017-02-16,17,2844.53
2017-02-16,18,3122.18
2017-02-16,19,3153.5
2017-02-16,20,2925.05
2017-02-16,21,2580.46
2017-02-16,22,2280.63
2017-02-16,23,1923
2017-02-17,0,1649.37
2017-02-17,1,1499.69
2017-02-17,2,1430.19
2017-02-17,3,1409.14
2017-02-17,4,1470.18
2017-02-17,5,1817.45
2017-02-17,6,2648.23
2017-02-17,7,3249.51
2017-02-17,8,3385.65
2017-02-17,9,3508.74
2017-02-17,10,3631.61
2017-02-17,11,3520.82
2017-02-17,12,3311.08
2017-02-17,13,2946.79
2017-02-17,14,2899.94
2017-02-17,15,2805.05
2017-02-17,16,2774.06
2017-02-17,17,2856.59
2017-02-17,18,3103.9
2017-02-17,19,3182.81
2017-02-17,20,2930.7
2017-02-17,21,2568.98
2017-02-17,22,2298.06
2017-02-17,23,1973.4
2017-02-18,0,1703.33
2017-02-18,1,1566.95
2017-02-18,2,1495.88
2017-02-18,3,1456.36
2017-02-18,4,1512.79
2017-02-18,5,1766.19
2017-02-18,6,2363.97
2017-02-18,7,2903.31
2017-02-18,8,3135.61
2017-02-18,9,3277.57
2017-02-18,10,3358.26
2017-02-18,11,3190.87
2017-02-18,12,2984.74
2017-02-18,13,2636.73
2017-02-18,14,2632.69
2017-02-18,15,2483.21
2017-02-18,16,2528.73
2017-02-18,17,2642.35
2017-02-18,18,2936.23
2017-02-18,19,3006.11
2017-02-18,20,2786.07
2017-02-18,21,2499.56
2017-02-18,22,2213.09
2017-02-18,23,1951.79
2017-02-19,0,1719.84
2017-02-19,1,1572.92
2017-02-19,2,1505.48
2017-02-19,3,1461.49
2017-02-19,4,1492.71
2017-02-19,5,1664.93
2017-02-19,6,2026
2017-02-19,7,2574.54
2017-02-19,8,2980.61
2017-02-19,9,3225.64
2017-02-19,10,3351.58
2017-02-19,11,3301.94
2017-02-19,12,3103.48
2017-02-19,13,2686.33
2017-02-19,14,2602.45
2017-02-19,15,2474.16
2017-02-19,16,2395.64
2017-02-19,17,2491.03
2017-02-19,18,2745.56
2017-02-19,19,2857.66
2017-02-19,20,2690.59
2017-02-19,21,2437.56
2017-02-19,22,2202.02
2017-02-19,23,1929.49
2017-02-20,0,1694.81
2017-02-20,1,1563.32
2017-02-20,2,1501.08
2017-02-20,3,1474.44
2017-02-20,4,1518.74
2017-02-20,5,1825.7
2017-02-20,6,2555.92
2017-02-20,7,2987.58
2017-02-20,8,3118.61
2017-02-20,9,3186.18
2017-02-20,10,3322.5
2017-02-20,11,3202.73
2017-02-20,12,3049
2017-02-20,13,2744.29
2017-02-20,14,2787.79
2017-02-20,15,2779
2017-02-20,16,2728.33
2017-02-20,17,2849.76
2017-02-20,18,3033.31
2017-02-20,19,3126.25
2017-02-20,20,2902.53
2017-02-20,21,2594.91
2017-02-20,22,2372.97
2017-02-20,23,2063.41
2017-02-21,0,1801.54
2017-02-21,1,1662.4
2017-02-21,2,1593.78
2017-02-21,3,1553.16
2017-02-21,4,1600.96
2017-02-21,5,1886.75
2017-02-21,6,2581.18
2017-02-21,7,3095.36
2017-02-21,8,3162.94
2017-02-21,9,3253.22
2017-02-21,10,3287.25
2017-02-21,11,3251.76
2017-02-21,12,3095.86
2017-02-21,13,2773.49
2017-02-21,14,2792.86
2017-02-21,15,2789.17
2017-02-21,16,2748.78
2017-02-21,17,2847.81
2017-02-21,18,3082.47
2017-02-21,19,3144.95
2017-02-21,20,2924.62
2017-02-21,21,2562.31
2017-02-21,22,2322.89
2017-02-21,23,2023.42
2017-02-22,0,1770.93
2017-02-22,1,1619.37
2017-02-22,2,1546.9
2017-02-22,3,1509.87
2017-02-22,4,1568.15
2017-02-22,5,1905.12
2017-02-22,6,2625.9
2017-02-22,7,3119.71
2017-02-22,8,3213.55
2017-02-22,9,3296.8
2017-02-22,10,3379.47
2017-02-22,11,3271.93
2017-02-22,12,3137.88
2017-02-22,13,2785
2017-02-22,14,2771.09
2017-02-22,15,2789.17
2017-02-22,16,2748.78
2017-02-22,17,2847.81
2017-02-22,18,3082.47
2017-02-22,19,3144.95
2017-02-22,20,2924.62
2017-02-22,21,2562.31
2017-02-22,22,2322.89
2017-02-22,23,2023.42
2017-02-23,0,1770.93
2017-02-23,1,1619.37
2017-02-23,2,1546.9
2017-02-23,3,1509.87
2017-02-23,4,1568.15
2017-02-23,5,1905.12
2017-02-23,6,2625.9
2017-02-23,7,3119.71
2017-02-23,8,3213.55
2017-02-23,9,3296.8
2017-02-23,10,3353.3
2017-02-23,11,3192.54
2017-02-23,12,3052.86
2017-02-23,13,2714.61
2017-02-23,14,2757.48
2017-02-23,15,2727.01
2017-02-23,16,2713.24
2017-02-23,17,2811.62
2017-02-23,18,3008.28
2017-02-23,19,3064.25
2017-02-23,20,2838.36
2017-02-23,21,2506.09
2017-02-23,22,2254.77
2017-02-23,23,1950.15
2017-02-24,0,1770.93
2017-02-24,1,1619.37
2017-02-24,2,1546.9
2017-02-24,3,1509.87
2017-02-24,4,1568.15
2017-02-24,5,1905.12
2017-02-24,6,2625.9
2017-02-24,7,3119.71
2017-02-24,8,3213.55
2017-02-24,9,3296.8
2017-02-24,10,3353.3
2017-02-24,11,3192.54
2017-02-24,12,3052.86
2017-02-24,13,2714.61
2017-02-24,14,2757.48
2017-02-24,15,2727.01
2017-02-24,16,2713.24
2017-02-24,17,2811.62
2017-02-24,18,3008.28
2017-02-24,19,3064.25
2017-02-24,20,2838.36
2017-02-24,21,2506.09
2017-02-24,22,2254.77
2017-02-24,23,1950.15
2017-02-25,0,1770.93
2017-02-25,1,1619.37
2017-02-25,2,1546.9
2017-02-25,3,1509.87
2017-02-25,4,1568.15
2017-02-25,5,1905.12
2017-02-25,6,2422.91
2017-02-25,7,2810.88
2017-02-25,8,3023.16
2017-02-25,9,3092.6
2017-02-25,10,3195.54
2017-02-25,11,3055.93
2017-02-25,12,2896
2017-02-25,13,2576.99
2017-02-25,14,2556.63
2017-02-25,15,2488.41
2017-02-25,16,2470.11
2017-02-25,17,2570.72
2017-02-25,18,2787.39
2017-02-25,19,2884.45
2017-02-25,20,2679.66
2017-02-25,21,2400.91
2017-02-25,22,2161.53
2017-02-25,23,1841.38
2017-02-26,0,1614.29
2017-02-26,1,1488.21
2017-02-26,2,1420.68
2017-02-26,3,1385.93
2017-02-26,4,1283.97
2017-02-26,5,1423.64
2017-02-26,6,1752.28
2017-02-26,7,2392.85
2017-02-26,8,2873.84
2017-02-26,9,3112.05
2017-02-26,10,3010.75
2017-02-26,11,2953.2
2017-02-26,12,2771.8
2017-02-26,13,2458.23
2017-02-26,14,2381.93
2017-02-26,15,2289.11
2017-02-26,16,2260.23
2017-02-26,17,2312.76
2017-02-26,18,2479.25
2017-02-26,19,2718.73
2017-02-26,20,2611.63
2017-02-26,21,2386.01
2017-02-26,22,2153.08
2017-02-26,23,1851.97
2017-02-27,0,1604.41
2017-02-27,1,1456.85
2017-02-27,2,1384.53
2017-02-27,3,1372.89
2017-02-27,4,1445.42
2017-02-27,5,1732.85
2017-02-27,6,2478.32
2017-02-27,7,3065.89
2017-02-27,8,3139.68
2017-02-27,9,3230.82
2017-02-27,10,3290.46
2017-02-27,11,3175.37
2017-02-27,12,3029.07
2017-02-27,13,2742.83
2017-02-27,14,2750.48
2017-02-27,15,2723.47
2017-02-27,16,2693.53
2017-02-27,17,2778.61
2017-02-27,18,2977.43
2017-02-27,19,3062.53
2017-02-27,20,2830.11
2017-02-27,21,2515.54
2017-02-27,22,2259.03
2017-02-27,23,1963.77
2017-02-28,0,1735.52
2017-02-28,1,1588.5
2017-02-28,2,1509.57
2017-02-28,3,1468.15
2017-02-28,4,1523.09
2017-02-28,5,1831.58
2017-02-28,6,2462.2
2017-02-28,7,2982.32
2017-02-28,8,3134.26
2017-02-28,9,3216.62
2017-02-28,10,3280.11
2017-02-28,11,3190.9
2017-02-28,12,3057.93
2017-02-28,13,2752.02
2017-02-28,14,2771.19
2017-02-28,15,2728.67
2017-02-28,16,2711.1
2017-02-28,17,2837.49
2017-02-28,18,3021.41
2017-02-28,19,3076.63
2017-02-28,20,2836.47
2017-02-28,21,2500.94
2017-02-28,22,2234.33
2017-02-28,23,1956.28
2017-03-01,0,1752.07
2017-03-01,1,1621.49
2017-03-01,2,1559.85
2017-03-01,3,1533.89
2017-03-01,4,1580.57
2017-03-01,5,1862.7
2017-03-01,6,2505.94
2017-03-01,7,2995.68
2017-03-01,8,3139.31
2017-03-01,9,3210.02
2017-03-01,10,3303.66
2017-03-01,11,3237.19
2017-03-01,12,3073.84
2017-03-01,13,2803.36
2017-03-01,14,2774.96
2017-03-01,15,2775.41
2017-03-01,16,2763.55
2017-03-01,17,2874.11
2017-03-01,18,3036.67
2017-03-01,19,3135.83
2017-03-01,20,2898.71
2017-03-01,21,2577.15
2017-03-01,22,2346.14
2017-03-01,23,2040.32
2017-03-02,0,1798.17
2017-03-02,1,1672.6
2017-03-02,2,1606.32
2017-03-02,3,1576.22
2017-03-02,4,1607.48
2017-03-02,5,1856.57
2017-03-02,6,2483.9
2017-03-02,7,2960.03
2017-03-02,8,3081.87
2017-03-02,9,3192.09
2017-03-02,10,3322.22
2017-03-02,11,3242.52
2017-03-02,12,3110.95
2017-03-02,13,2816.75
2017-03-02,14,2829.85
2017-03-02,15,2824.34
2017-03-02,16,2814.82
2017-03-02,17,2914.8
2017-03-02,18,3105.01
2017-03-02,19,3164.94
2017-03-02,20,2926.13
2017-03-02,21,2543.02
2017-03-02,22,2266.85
2017-03-02,23,1988.48
2017-03-03,0,1750.17
2017-03-03,1,1593.22
2017-03-03,2,1529.45
2017-03-03,3,1494.37
2017-03-03,4,1537.39
2017-03-03,5,1824.92
2017-03-03,6,2457.67
2017-03-03,7,2941.75
2017-03-03,8,3044.48
2017-03-03,9,3257.14
2017-03-03,10,3399.32
2017-03-03,11,3310.8
2017-03-03,12,3213.7
2017-03-03,13,2863.3
2017-03-03,14,2854.31
2017-03-03,15,2799.27
2017-03-03,16,2797.77
2017-03-03,17,2868.36
2017-03-03,18,3084.17
2017-03-03,19,3132.18
2017-03-03,20,2894.17
2017-03-03,21,2535.84
2017-03-03,22,2304.29
2017-03-03,23,1970.09
2017-03-04,0,1740.38
2017-03-04,1,1606.13
2017-03-04,2,1551.32
2017-03-04,3,1524.61
2017-03-04,4,1564.03
2017-03-04,5,1786.95
2017-03-04,6,2284.21
2017-03-04,7,2826.67
2017-03-04,8,3027.36
2017-03-04,9,3103.23
2017-03-04,10,3182.06
2017-03-04,11,3069.6
2017-03-04,12,2918.67
2017-03-04,13,2612.25
2017-03-04,14,2597.75
2017-03-04,15,2551.29
2017-03-04,16,2562.48
2017-03-04,17,2641.79
2017-03-04,18,2841.72
2017-03-04,19,2969.29
2017-03-04,20,2794.95
2017-03-04,21,2488.83
2017-03-04,22,2245.02
2017-03-04,23,1986.6
2017-03-05,0,1733.44
2017-03-05,1,1565.74
2017-03-05,2,1488.15
2017-03-05,3,1470.53
2017-03-05,4,1491.3
2017-03-05,5,1668.23
2017-03-05,6,2033.23
2017-03-05,7,2522.38
2017-03-05,8,2828.12
2017-03-05,9,3010.56
2017-03-05,10,3144.85
2017-03-05,11,3101.42
2017-03-05,12,2960.49
2017-03-05,13,2617.71
2017-03-05,14,2531.24
2017-03-05,15,2431.59
2017-03-05,16,2384.94
2017-03-05,17,2428.77
2017-03-05,18,2648.25
2017-03-05,19,2815.64
2017-03-05,20,2645
2017-03-05,21,2379.9
2017-03-05,22,2163.34
2017-03-05,23,1896.46
2017-03-06,0,1674.7
2017-03-06,1,1546.87
2017-03-06,2,1496.95
2017-03-06,3,1476.43
2017-03-06,4,1519.45
2017-03-06,5,1811.19
2017-03-06,6,2469.9
2017-03-06,7,2982.32
2017-03-06,8,3085.31
2017-03-06,9,3169.92
2017-03-06,10,3277.92
2017-03-06,11,3186.73
2017-03-06,12,3015.96
2017-03-06,13,2714.29
2017-03-06,14,2719.01
2017-03-06,15,2701.67
2017-03-06,16,2698.25
2017-03-06,17,2770.77
2017-03-06,18,2973.28
2017-03-06,19,3071.53
2017-03-06,20,2847.79
2017-03-06,21,2498.61
2017-03-06,22,2273.48
2017-03-06,23,1977.34
2017-03-07,0,1748.08
2017-03-07,1,1604.31
2017-03-07,2,1542.54
2017-03-07,3,1521.17
2017-03-07,4,1559.02
2017-03-07,5,1789.83
2017-03-07,6,2308.87
2017-03-07,7,2947.91
2017-03-07,8,3132.52
2017-03-07,9,3234.06
2017-03-07,10,3326.05
2017-03-07,11,3232.31
2017-03-07,12,3087.93
2017-03-07,13,2882.12
2017-03-07,14,2994.42
2017-03-07,15,2759.36
2017-03-07,16,2778.25
2017-03-07,17,2848.5
2017-03-07,18,3047.13
2017-03-07,19,3157.04
2017-03-07,20,2920.69
2017-03-07,21,2593.51
2017-03-07,22,2324.24
2017-03-07,23,2029.91
2017-03-08,0,1786.53
2017-03-08,1,1661.37
2017-03-08,2,1596.7
2017-03-08,3,1549.69
2017-03-08,4,1611.23
2017-03-08,5,1879.94
2017-03-08,6,2503.87
2017-03-08,7,2997.55
2017-03-08,8,3174.18
2017-03-08,9,3284.71
2017-03-08,10,3371.9
2017-03-08,11,3238.79
2017-03-08,12,3099.75
2017-03-08,13,2792.04
2017-03-08,14,2777.91
2017-03-08,15,2744.44
2017-03-08,16,2776.61
2017-03-08,17,2753.08
2017-03-08,18,2998
2017-03-08,19,3135.53
2017-03-08,20,2882.33
2017-03-08,21,2565.23
2017-03-08,22,2350.68
2017-03-08,23,2047.1
2017-03-09,0,1781.48
2017-03-09,1,1580.78
2017-03-09,2,1530.76
2017-03-09,3,1518.65
2017-03-09,4,1574.65
2017-03-09,5,1824.42
2017-03-09,6,2436.38
2017-03-09,7,2994
2017-03-09,8,3172.98
2017-03-09,9,3235.24
2017-03-09,10,3358.7
2017-03-09,11,3272.15
2017-03-09,12,3123.71
2017-03-09,13,2812.56
2017-03-09,14,2855.79
2017-03-09,15,2859.91
2017-03-09,16,2766.16
2017-03-09,17,2843.59
2017-03-09,18,3034.43
2017-03-09,19,3120.01
2017-03-09,20,2884.46
2017-03-09,21,2521.73
2017-03-09,22,2278.7
2017-03-09,23,1968.78
2017-03-10,0,1730.11
2017-03-10,1,1604.75
2017-03-10,2,1511.61
2017-03-10,3,1492.01
2017-03-10,4,1570.26
2017-03-10,5,1866.1
2017-03-10,6,2500.26
2017-03-10,7,3092.79
2017-03-10,8,3245.17
2017-03-10,9,3330.13
2017-03-10,10,3439.41
2017-03-10,11,3317.94
2017-03-10,12,3181.76
2017-03-10,13,2851.24
2017-03-10,14,2849.54
2017-03-10,15,2865.24
2017-03-10,16,2790.65
2017-03-10,17,2782.09
2017-03-10,18,2890.54
2017-03-10,19,3029.54
2017-03-10,20,2820.03
2017-03-10,21,2475.81
2017-03-10,22,2211.68
2017-03-10,23,1932.86
2017-03-11,0,1714.72
2017-03-11,1,1577.64
2017-03-11,2,1494.13
2017-03-11,3,1442.5
2017-03-11,4,1490.22
2017-03-11,5,1718.39
2017-03-11,6,2230.88
2017-03-11,7,2793.87
2017-03-11,8,3007.06
2017-03-11,9,3152.04
2017-03-11,10,3273.48
2017-03-11,11,3138
2017-03-11,12,2954.97
2017-03-11,13,2622.21
2017-03-11,14,2621.87
2017-03-11,15,2547.49
2017-03-11,16,2506.14
2017-03-11,17,2589.21
2017-03-11,18,2765.57
2017-03-11,19,2879.57
2017-03-11,20,2697.86
2017-03-11,21,2436.31
2017-03-11,22,2202.04
2017-03-11,23,1925.6
2017-03-12,0,1686.79
2017-03-12,1,1557.43
2017-03-12,2,1507.3
2017-03-12,3,1466.93
2017-03-12,4,1452.01
2017-03-12,5,1585.13
2017-03-12,6,1887.34
2017-03-12,7,2382.8
2017-03-12,8,2725.8
2017-03-12,9,2960.35
2017-03-12,10,3003.09
2017-03-12,11,2939.45
2017-03-12,12,2808.78
2017-03-12,13,2490.1
2017-03-12,14,2344.2
2017-03-12,15,2177.49
2017-03-12,16,2058.14
2017-03-12,17,2049.84
2017-03-12,18,2246.86
2017-03-12,19,2382.62
2017-03-12,20,2273.62
2017-03-12,21,2155.27
2017-03-12,22,1975.74
2017-03-12,23,1737.02
2017-03-13,0,1509.68
2017-03-13,1,1373.15
2017-03-13,2,1305.69
2017-03-13,3,1285.04
2017-03-13,4,1307.24
2017-03-13,5,1414.36
2017-03-13,6,1674.12
2017-03-13,7,2029.05
2017-03-13,8,2149.95
2017-03-13,9,2077.09
2017-03-13,10,1958.97
2017-03-13,11,1945.58
2017-03-13,12,2115.71
2017-03-13,13,2330.7
2017-03-13,14,2284.98
2017-03-13,15,2085.95
2017-03-13,16,1909.07
2017-03-13,17,1862.04
2017-03-13,18,2024.91
2017-03-13,19,2180.29
2017-03-13,20,2081.81
2017-03-13,21,1948.38
2017-03-13,22,1738.17
2017-03-13,23,1474.27
2017-03-14,0,1284.49
2017-03-14,1,1195.11
2017-03-14,2,1162.33
2017-03-14,3,1178.22
2017-03-14,4,1248.75
2017-03-14,5,1500.81
2017-03-14,6,2070.43
2017-03-14,7,2624.77
2017-03-14,8,2792.51
2017-03-14,9,2940.36
2017-03-14,10,3001.78
2017-03-14,11,2882.5
2017-03-14,12,2692.11
2017-03-14,13,2448.55
2017-03-14,14,2358.85
2017-03-14,15,2268.49
2017-03-14,16,2251.52
2017-03-14,17,2319.28
2017-03-14,18,2554.61
2017-03-14,19,2671.8
2017-03-14,20,2523.16
2017-03-14,21,2301.65
2017-03-14,22,2052.74
2017-03-14,23,1759.02
2017-03-15,0,1530.87
2017-03-15,1,1415.72
2017-03-15,2,1372.54
2017-03-15,3,1365.9
2017-03-15,4,1418.77
2017-03-15,5,1701.54
2017-03-15,6,2312.65
2017-03-15,7,2863.08
2017-03-15,8,3065
2017-03-15,9,3203.2
2017-03-15,10,3306.25
2017-03-15,11,3205.33
2017-03-15,12,3037.9
2017-03-15,13,2716.14
2017-03-15,14,2694.9
2017-03-15,15,2641.92
2017-03-15,16,2630.68
2017-03-15,17,2681.12
2017-03-15,18,2875.01
2017-03-15,19,3002.56
2017-03-15,20,2780.5
2017-03-15,21,2449.7
2017-03-15,22,2204.2
2017-03-15,23,1931.81
2017-03-16,0,1705.65
2017-03-16,1,1577.69
2017-03-16,2,1513.09
2017-03-16,3,1478.79
2017-03-16,4,1525.17
2017-03-16,5,1770.36
2017-03-16,6,2372.96
2017-03-16,7,2909.37
2017-03-16,8,3074.19
2017-03-16,9,3188.15
2017-03-16,10,3315
2017-03-16,11,3157.45
2017-03-16,12,2951.39
2017-03-16,13,2689.73
2017-03-16,14,2730.61
2017-03-16,15,2747.77
2017-03-16,16,2737.96
2017-03-16,17,2841.43
2017-03-16,18,2968.43
2017-03-16,19,3088.82
2017-03-16,20,2870
2017-03-16,21,2524.91
2017-03-16,22,2300.77
2017-03-16,23,1995.47
2017-03-17,0,1768.66
2017-03-17,1,1643.59
2017-03-17,2,1574.41
2017-03-17,3,1539.84
2017-03-17,4,1590.09
2017-03-17,5,1849.9
2017-03-17,6,2443.25
2017-03-17,7,2818.75
2017-03-17,8,3173.5
2017-03-17,9,3310.4
2017-03-17,10,3446.14
2017-03-17,11,3350.36
2017-03-17,12,3191.01
2017-03-17,13,2820.88
2017-03-17,14,2778.49
2017-03-17,15,2780.03
2017-03-17,16,2768.98
2017-03-17,17,2849.46
2017-03-17,18,2990.94
2017-03-17,19,3102.14
2017-03-17,20,2886.28
2017-03-17,21,2532.85
2017-03-17,22,2298
2017-03-17,23,2031.7
2017-03-18,0,1801.95
2017-03-18,1,1667.71
2017-03-18,2,1602.72
2017-03-18,3,1562.62
2017-03-18,4,1597.14
2017-03-18,5,1827.89
2017-03-18,6,2323.22
2017-03-18,7,2803.17
2017-03-18,8,2969.69
2017-03-18,9,3095.27
2017-03-18,10,3178.43
2017-03-18,11,3045.34
2017-03-18,12,2912.1
2017-03-18,13,2615.23
2017-03-18,14,2577.11
2017-03-18,15,2551.29
2017-03-18,16,2553.29
2017-03-18,17,2647.44
2017-03-18,18,2800.61
2017-03-18,19,2956.29
2017-03-18,20,2757.02
2017-03-18,21,2479.09
2017-03-18,22,2271.14
2017-03-18,23,2023.47
2017-03-19,0,1819.47
2017-03-19,1,1700.95
2017-03-19,2,1624.69
2017-03-19,3,1593.63
2017-03-19,4,1623.32
2017-03-19,5,1789.02
2017-03-19,6,2110.36
2017-03-19,7,2497.66
2017-03-19,8,2749.35
2017-03-19,9,2942.52
2017-03-19,10,3066.32
2017-03-19,11,3032.55
2017-03-19,12,2911.35
2017-03-19,13,2622.34
2017-03-19,14,2559.35
2017-03-19,15,2518.25
2017-03-19,16,2437.54
2017-03-19,17,2489.68
2017-03-19,18,2680.43
2017-03-19,19,2846.44
2017-03-19,20,2710.29
2017-03-19,21,2475.36
2017-03-19,22,2300.44
2017-03-19,23,2048.13
2017-03-20,0,1841.9
2017-03-20,1,1715.76
2017-03-20,2,1656.83
2017-03-20,3,1625.36
2017-03-20,4,1686.45
2017-03-20,5,1925.89
2017-03-20,6,2431.99
2017-03-20,7,2858.32
2017-03-20,8,2981.53
2017-03-20,9,3095.51
2017-03-20,10,3198.97
2017-03-20,11,3236.6
2017-03-20,12,3116.65
2017-03-20,13,2779.65
2017-03-20,14,2794.25
2017-03-20,15,2781.03
2017-03-20,16,2775.3
2017-03-20,17,2799.53
2017-03-20,18,2938.43
2017-03-20,19,3075.58
2017-03-20,20,2913.43
2017-03-20,21,2637.16
2017-03-20,22,2412.7
2017-03-20,23,2132.35
2017-03-21,0,1913.95
2017-03-21,1,1782.97
2017-03-21,2,1716.68
2017-03-21,3,1694.85
2017-03-21,4,1723.88
2017-03-21,5,1941.17
2017-03-21,6,2435.1
2017-03-21,7,2867.23
2017-03-21,8,3036.31
2017-03-21,9,3176.63
2017-03-21,10,3295.96
2017-03-21,11,3225.33
2017-03-21,12,3109.33
2017-03-21,13,2820.34
2017-03-21,14,2870.53
2017-03-21,15,2878.65
2017-03-21,16,2895.35
2017-03-21,17,2962.23
2017-03-21,18,3081.89
2017-03-21,19,3227.06
2017-03-21,20,3045.35
2017-03-21,21,2723.35
2017-03-21,22,2509.86
2017-03-21,23,2250.88
2017-03-22,0,2028.7
2017-03-22,1,1904.38
2017-03-22,2,1830.39
2017-03-22,3,1807.23
2017-03-22,4,1829.42
2017-03-22,5,2048.54
2017-03-22,6,2527.53
2017-03-22,7,2949.78
2017-03-22,8,3092.84
2017-03-22,9,3242.97
2017-03-22,10,3414.41
2017-03-22,11,3362.25
2017-03-22,12,3265.07
2017-03-22,13,2993.49
2017-03-22,14,3077.79
2017-03-22,15,3080.13
2017-03-22,16,3092.98
2017-03-22,17,3129.62
2017-03-22,18,3238.62
2017-03-22,19,3381.28
2017-03-22,20,3171.85
2017-03-22,21,2891.39
2017-03-22,22,2691.52
2017-03-22,23,2431.28
2017-03-23,0,2187.63
2017-03-23,1,2050.1
2017-03-23,2,1965.6
2017-03-23,3,1933.26
2017-03-23,4,1954.69
2017-03-23,5,2139.64
2017-03-23,6,2555.15
2017-03-23,7,2909.07
2017-03-23,8,3049.11
2017-03-23,9,3260.2
2017-03-23,10,3456.51
2017-03-23,11,3401.86
2017-03-23,12,3152.25
2017-03-23,13,3024.31
2017-03-23,14,3123.4
2017-03-23,15,3242.59
2017-03-23,16,3270.95
2017-03-23,17,3330.78
2017-03-23,18,3459.86
2017-03-23,19,3631.22
2017-03-23,20,3429.24
2017-03-23,21,3152.38
2017-03-23,22,2979.89
2017-03-23,23,2776.4
2017-03-24,0,2577.25
2017-03-24,1,2445.82
2017-03-24,2,2379.64
2017-03-24,3,2346.41
2017-03-24,4,2361.64
2017-03-24,5,2526.02
2017-03-24,6,2821.44
2017-03-24,7,3122.47
2017-03-24,8,3215.45
2017-03-24,9,3388.05
2017-03-24,10,3593.9
2017-03-24,11,3598.4
2017-03-24,12,3551.3
2017-03-24,13,3271.36
2017-03-24,14,3359.76
2017-03-24,15,3406.15
2017-03-24,16,3353.61
2017-03-24,17,3357.86
2017-03-24,18,3412.28
2017-03-24,19,3562.33
2017-03-24,20,3336.05
2017-03-24,21,3032.65
2017-03-24,22,2851.18
2017-03-24,23,2640.74
2017-03-25,0,2419.6
2017-03-25,1,2268.82
2017-03-25,2,2185.12
2017-03-25,3,2135.32
2017-03-25,4,2126.67
2017-03-25,5,2253.87
2017-03-25,6,2552.44
