year,month,day,hour,weekend,holiday,temp,precipitation,wind_speed,preasure,electricity_consumed
2017,1,1,0,1,0,15.85,,5.7,1016.7,1775.69
2017,1,1,1,1,0,15.85,,5.7,1016.7,1565.98
2017,1,1,2,1,0,15.85,,5.7,1016.7,1458.04
2017,1,1,3,1,0,15.85,,5.7,1016.7,1413.88
2017,1,1,4,1,0,15.85,,5.7,1016.7,1441.43
2017,1,1,5,1,0,15.85,,5.7,1016.7,1625.34
2017,1,1,6,1,0,15.85,,5.7,1016.7,2035.28
2017,1,1,7,1,0,15.85,,5.7,1016.7,2574.5
2017,1,1,8,1,0,15.85,,5.7,1016.7,3088.09
2017,1,1,9,1,0,15.85,,5.7,1016.7,3375.27
2017,1,1,10,1,0,15.85,,5.7,1016.7,3532.5
2017,1,1,11,1,0,15.85,,5.7,1016.7,3483.73
2017,1,1,12,1,0,15.85,,5.7,1016.7,3222.06
2017,1,1,13,1,0,15.85,,5.7,1016.7,2794.44
2017,1,1,14,1,0,15.85,,5.7,1016.7,2558.3
2017,1,1,15,1,0,15.85,,5.7,1016.7,2382.38
2017,1,1,16,1,0,15.85,,5.7,1016.7,2305.67
2017,1,1,17,1,0,15.85,,5.7,1016.7,2449.7
2017,1,1,18,1,0,15.85,,5.7,1016.7,2741.97
2017,1,1,19,1,0,15.85,,5.7,1016.7,2712.15
2017,1,1,20,1,0,15.85,,5.7,1016.7,2589.62
2017,1,1,21,1,0,15.85,,5.7,1016.7,2404.25
2017,1,1,22,1,0,15.85,,5.7,1016.7,2155.02
2017,1,1,23,1,0,15.85,,5.7,1016.7,1836.13
2017,1,2,0,0,0,16.5,,3.6,1018.5,1568.5
2017,1,2,1,0,0,16.5,,3.6,1018.5,1460.82
2017,1,2,2,0,0,16.5,,3.6,1018.5,1397.9
2017,1,2,3,0,0,16.5,,3.6,1018.5,1371.03
2017,1,2,4,0,0,16.5,,3.6,1018.5,1436.97
2017,1,2,5,0,0,16.5,,3.6,1018.5,1651.33
2017,1,2,6,0,0,16.5,,3.6,1018.5,2139.82
2017,1,2,7,0,0,16.5,,3.6,1018.5,2865.81
2017,1,2,8,0,0,16.5,,3.6,1018.5,3303.63
2017,1,2,9,0,0,16.5,,3.6,1018.5,3465.32
2017,1,2,10,0,0,16.5,,3.6,1018.5,3593.86
2017,1,2,11,0,0,16.5,,3.6,1018.5,3480.05
2017,1,2,12,0,0,16.5,,3.6,1018.5,3234.65
2017,1,2,13,0,0,16.5,,3.6,1018.5,2850.13
2017,1,2,14,0,0,16.5,,3.6,1018.5,2790.96
2017,1,2,15,0,0,16.5,,3.6,1018.5,2731.7
2017,1,2,16,0,0,16.5,,3.6,1018.5,2684.43
2017,1,2,17,0,0,16.5,,3.6,1018.5,2868.01
2017,1,2,18,0,0,16.5,,3.6,1018.5,3089.67
2017,1,2,19,0,0,16.5,,3.6,1018.5,3021.82
2017,1,2,20,0,0,16.5,,3.6,1018.5,2861.77
2017,1,2,21,0,0,16.5,,3.6,1018.5,2578.77
2017,1,2,22,0,0,16.5,,3.6,1018.5,2294.19
2017,1,2,23,0,0,16.5,,3.6,1018.5,1938.5
2017,1,3,0,0,0,15.9,,5.6,,1613.11
2017,1,3,1,0,0,15.9,,5.6,,1506.26
2017,1,3,2,0,0,15.9,,5.6,,1443.01
2017,1,3,3,0,0,15.9,,5.6,,1411.22
2017,1,3,4,0,0,15.9,,5.6,,1474.33
2017,1,3,5,0,0,15.9,,5.6,,1696.2
2017,1,3,6,0,0,15.9,,5.6,,2220.58
2017,1,3,7,0,0,15.9,,5.6,,2897.38
2017,1,3,8,0,0,15.9,,5.6,,3352.86
2017,1,3,9,0,0,15.9,,5.6,,3474.55
2017,1,3,10,0,0,15.9,,5.6,,3644.92
2017,1,3,11,0,0,15.9,,5.6,,3543.61
2017,1,3,12,0,0,15.9,,5.6,,3295.19
2017,1,3,13,0,0,15.9,,5.6,,2916.6
2017,1,3,14,0,0,15.9,,5.6,,2821.79
2017,1,3,15,0,0,15.9,,5.6,,2738.27
2017,1,3,16,0,0,15.9,,5.6,,2741.72
2017,1,3,17,0,0,15.9,,5.6,,2939.75
2017,1,3,18,0,0,15.9,,5.6,,3177.4
2017,1,3,19,0,0,15.9,,5.6,,3094.92
2017,1,3,20,0,0,15.9,,5.6,,2904.24
2017,1,3,21,0,0,15.9,,5.6,,2579.08
2017,1,3,22,0,0,15.9,,5.6,,2272.73
2017,1,3,23,0,0,15.9,,5.6,,1936.51
2017,1,4,0,0,0,17.7,,4.3,1016,1613.11
2017,1,4,1,0,0,17.7,,4.3,1016,1506.26
2017,1,4,2,0,0,17.7,,4.3,1016,1443.01
2017,1,4,3,0,0,17.7,,4.3,1016,1411.22
2017,1,4,4,0,0,17.7,,4.3,1016,1474.33
2017,1,4,5,0,0,17.7,,4.3,1016,1696.2
2017,1,4,6,0,0,17.7,,4.3,1016,2220.58
2017,1,4,7,0,0,17.7,,4.3,1016,2897.38
2017,1,4,8,0,0,17.7,,4.3,1016,3352.86
2017,1,4,9,0,0,17.7,,4.3,1016,3477.3
2017,1,4,10,0,0,17.7,,4.3,1016,3548.45
2017,1,4,11,0,0,17.7,,4.3,1016,3552.15
2017,1,4,12,0,0,17.7,,4.3,1016,3303.89
2017,1,4,13,0,0,17.7,,4.3,1016,2924.41
2017,1,4,14,0,0,17.7,,4.3,1016,2822.87
2017,1,4,15,0,0,17.7,,4.3,1016,2755.3
2017,1,4,16,0,0,17.7,,4.3,1016,2740.4
2017,1,4,17,0,0,17.7,,4.3,1016,2917.47
2017,1,4,18,0,0,17.7,,4.3,1016,3185
2017,1,4,19,0,0,17.7,,4.3,1016,3075.79
2017,1,4,20,0,0,17.7,,4.3,1016,2911.49
2017,1,4,21,0,0,17.7,,4.3,1016,2622.5
2017,1,4,22,0,0,17.7,,4.3,1016,2349.56
2017,1,4,23,0,0,17.7,,4.3,1016,1992.67
2017,1,5,0,0,0,17.9,,4.3,1014.3,1685.42
2017,1,5,1,0,0,17.9,,4.3,1014.3,1532.91
2017,1,5,2,0,0,17.9,,4.3,1014.3,1464.64
2017,1,5,3,0,0,17.9,,4.3,1014.3,1431.77
2017,1,5,4,0,0,17.9,,4.3,1014.3,1487.88
2017,1,5,5,0,0,17.9,,4.3,1014.3,1710.39
2017,1,5,6,0,0,17.9,,4.3,1014.3,2220.29
2017,1,5,7,0,0,17.9,,4.3,1014.3,2844.63
2017,1,5,8,0,0,17.9,,4.3,1014.3,3256.44
2017,1,5,9,0,0,17.9,,4.3,1014.3,3389.38
2017,1,5,10,0,0,17.9,,4.3,1014.3,3526.93
2017,1,5,11,0,0,17.9,,4.3,1014.3,3408.42
2017,1,5,12,0,0,17.9,,4.3,1014.3,3155.84
2017,1,5,13,0,0,17.9,,4.3,1014.3,2768.62
2017,1,5,14,0,0,17.9,,4.3,1014.3,2703.09
2017,1,5,15,0,0,17.9,,4.3,1014.3,2681.79
2017,1,5,16,0,0,17.9,,4.3,1014.3,2674.33
2017,1,5,17,0,0,17.9,,4.3,1014.3,2845.2
2017,1,5,18,0,0,17.9,,4.3,1014.3,3082.48
2017,1,5,19,0,0,17.9,,4.3,1014.3,3026.23
2017,1,5,20,0,0,17.9,,4.3,1014.3,2812.79
2017,1,5,21,0,0,17.9,,4.3,1014.3,2534.66
2017,1,5,22,0,0,17.9,,4.3,1014.3,2297.11
2017,1,5,23,0,0,17.9,,4.3,1014.3,1961
2017,1,6,0,0,0,18.6,,10.5,1012.2,1684.79
2017,1,6,1,0,0,18.6,,10.5,1012.2,1534.91
2017,1,6,2,0,0,18.6,,10.5,1012.2,1466.1
2017,1,6,3,0,0,18.6,,10.5,1012.2,1445.14
2017,1,6,4,0,0,18.6,,10.5,1012.2,1510.66
2017,1,6,5,0,0,18.6,,10.5,1012.2,1748.34
2017,1,6,6,0,0,18.6,,10.5,1012.2,2307.54
2017,1,6,7,0,0,18.6,,10.5,1012.2,2947.82
2017,1,6,8,0,0,18.6,,10.5,1012.2,3368.4
2017,1,6,9,0,0,18.6,,10.5,1012.2,3488.6
2017,1,6,10,0,0,18.6,,10.5,1012.2,3681.48
2017,1,6,11,0,0,18.6,,10.5,1012.2,3638.84
2017,1,6,12,0,0,18.6,,10.5,1012.2,3371.41
2017,1,6,13,0,0,18.6,,10.5,1012.2,2988.16
2017,1,6,14,0,0,18.6,,10.5,1012.2,2890.57
2017,1,6,15,0,0,18.6,,10.5,1012.2,2812.79
2017,1,6,16,0,0,18.6,,10.5,1012.2,2828.6
2017,1,6,17,0,0,18.6,,10.5,1012.2,3013.45
2017,1,6,18,0,0,18.6,,10.5,1012.2,3232.67
2017,1,6,19,0,0,18.6,,10.5,1012.2,3137.99
2017,1,6,20,0,0,18.6,,10.5,1012.2,2927.16
2017,1,6,21,0,0,18.6,,10.5,1012.2,2613.35
2017,1,6,22,0,0,18.6,,10.5,1012.2,2286.67
2017,1,6,23,0,0,18.6,,10.5,1012.2,1919.76
2017,1,7,0,1,0,14.25,2.5,12.3,1011.6,1665.24
2017,1,7,1,1,0,14.25,2.5,12.3,1011.6,1539.65
2017,1,7,2,1,0,14.25,2.5,12.3,1011.6,1466.65
2017,1,7,3,1,0,14.25,2.5,12.3,1011.6,1429.45
2017,1,7,4,1,0,14.25,2.5,12.3,1011.6,1375.07
2017,1,7,5,1,0,14.25,2.5,12.3,1011.6,1481.86
2017,1,7,6,1,0,14.25,2.5,12.3,1011.6,1876.94
2017,1,7,7,1,0,14.25,2.5,12.3,1011.6,2347.85
2017,1,7,8,1,0,14.25,2.5,12.3,1011.6,2893.53
2017,1,7,9,1,0,14.25,2.5,12.3,1011.6,3173.69
2017,1,7,10,1,0,14.25,2.5,12.3,1011.6,3377.86
2017,1,7,11,1,0,14.25,2.5,12.3,1011.6,3369.29
2017,1,7,12,1,0,14.25,2.5,12.3,1011.6,3228.58
2017,1,7,13,1,0,14.25,2.5,12.3,1011.6,2907.24
2017,1,7,14,1,0,14.25,2.5,12.3,1011.6,2816.47
2017,1,7,15,1,0,14.25,2.5,12.3,1011.6,2748.56
2017,1,7,16,1,0,14.25,2.5,12.3,1011.6,2715.81
2017,1,7,17,1,0,14.25,2.5,12.3,1011.6,2831.22
2017,1,7,18,1,0,14.25,2.5,12.3,1011.6,3092.02
2017,1,7,19,1,0,14.25,2.5,12.3,1011.6,3007.75
2017,1,7,20,1,0,14.25,2.5,12.3,1011.6,2839.96
2017,1,7,21,1,0,14.25,2.5,12.3,1011.6,2591.63
2017,1,7,22,1,0,14.25,2.5,12.3,1011.6,2339.66
2017,1,7,23,1,0,14.25,2.5,12.3,1011.6,1990.9
2017,1,8,0,1,0,15.2,0.15,6.5,1015,1695.28
2017,1,8,1,1,0,15.2,0.15,6.5,1015,1502.94
2017,1,8,2,1,0,15.2,0.15,6.5,1015,1427.26
2017,1,8,3,1,0,15.2,0.15,6.5,1015,1397.43
2017,1,8,4,1,0,15.2,0.15,6.5,1015,1431.67
2017,1,8,5,1,0,15.2,0.15,6.5,1015,1635.84
2017,1,8,6,1,0,15.2,0.15,6.5,1015,1934.79
2017,1,8,7,1,0,15.2,0.15,6.5,1015,2509.3
2017,1,8,8,1,0,15.2,0.15,6.5,1015,3009.31
2017,1,8,9,1,0,15.2,0.15,6.5,1015,3272.37
2017,1,8,10,1,0,15.2,0.15,6.5,1015,3588.27
2017,1,8,11,1,0,15.2,0.15,6.5,1015,3535.93
2017,1,8,12,1,0,15.2,0.15,6.5,1015,3365.68
2017,1,8,13,1,0,15.2,0.15,6.5,1015,2941.12
2017,1,8,14,1,0,15.2,0.15,6.5,1015,2791.06
2017,1,8,15,1,0,15.2,0.15,6.5,1015,2631.85
2017,1,8,16,1,0,15.2,0.15,6.5,1015,2537.05
2017,1,8,17,1,0,15.2,0.15,6.5,1015,2674
2017,1,8,18,1,0,15.2,0.15,6.5,1015,2903.92
2017,1,8,19,1,0,15.2,0.15,6.5,1015,2881.11
2017,1,8,20,1,0,15.2,0.15,6.5,1015,2753.17
2017,1,8,21,1,0,15.2,0.15,6.5,1015,2532.17
2017,1,8,22,1,0,15.2,0.15,6.5,1015,2242.2
2017,1,8,23,1,0,15.2,0.15,6.5,1015,1919.18
2017,1,9,0,0,0,13.35,0,6,1015.8,1652.96
2017,1,9,1,0,0,13.35,0,6,1015.8,1492.27
2017,1,9,2,0,0,13.35,0,6,1015.8,1424.44
2017,1,9,3,0,0,13.35,0,6,1015.8,1391.57
2017,1,9,4,0,0,13.35,0,6,1015.8,1458.74
2017,1,9,5,0,0,13.35,0,6,1015.8,1707.2
2017,1,9,6,0,0,13.35,0,6,1015.8,2310.02
2017,1,9,7,0,0,13.35,0,6,1015.8,3001.72
2017,1,9,8,0,0,13.35,0,6,1015.8,3327.39
2017,1,9,9,0,0,13.35,0,6,1015.8,3509.21
2017,1,9,10,0,0,13.35,0,6,1015.8,3765.77
2017,1,9,11,0,0,13.35,0,6,1015.8,3603.76
2017,1,9,12,0,0,13.35,0,6,1015.8,3350.61
2017,1,9,13,0,0,13.35,0,6,1015.8,2969.48
2017,1,9,14,0,0,13.35,0,6,1015.8,2891.67
2017,1,9,15,0,0,13.35,0,6,1015.8,2812.36
2017,1,9,16,0,0,13.35,0,6,1015.8,2829.01
2017,1,9,17,0,0,13.35,0,6,1015.8,2969.62
2017,1,9,18,0,0,13.35,0,6,1015.8,3199.79
2017,1,9,19,0,0,13.35,0,6,1015.8,3180.44
2017,1,9,20,0,0,13.35,0,6,1015.8,2973.9
2017,1,9,21,0,0,13.35,0,6,1015.8,2727.71
2017,1,9,22,0,0,13.35,0,6,1015.8,2415.78
2017,1,9,23,0,0,13.35,0,6,1015.8,2020.52
2017,1,10,0,0,0,10.85,,9.2,1016.6,1728.56
2017,1,10,1,0,0,10.85,,9.2,1016.6,1566.22
2017,1,10,2,0,0,10.85,,9.2,1016.6,1488.36
2017,1,10,3,0,0,10.85,,9.2,1016.6,1460.13
2017,1,10,4,0,0,10.85,,9.2,1016.6,1518.3
2017,1,10,5,0,0,10.85,,9.2,1016.6,1780.11
2017,1,10,6,0,0,10.85,,9.2,1016.6,2363.48
2017,1,10,7,0,0,10.85,,9.2,1016.6,3050.62
2017,1,10,8,0,0,10.85,,9.2,1016.6,3493.82
2017,1,10,9,0,0,10.85,,9.2,1016.6,3704.55
2017,1,10,10,0,0,10.85,,9.2,1016.6,3828.2
2017,1,10,11,0,0,10.85,,9.2,1016.6,3646.55
2017,1,10,12,0,0,10.85,,9.2,1016.6,3391.65
2017,1,10,13,0,0,10.85,,9.2,1016.6,2988.12
2017,1,10,14,0,0,10.85,,9.2,1016.6,2922.29
2017,1,10,15,0,0,10.85,,9.2,1016.6,2852.26
2017,1,10,16,0,0,10.85,,9.2,1016.6,2840.6
2017,1,10,17,0,0,10.85,,9.2,1016.6,3021.11
2017,1,10,18,0,0,10.85,,9.2,1016.6,3312.72
2017,1,10,19,0,0,10.85,,9.2,1016.6,3252.29
2017,1,10,20,0,0,10.85,,9.2,1016.6,3088.62
2017,1,10,21,0,0,10.85,,9.2,1016.6,2811.03
2017,1,10,22,0,0,10.85,,9.2,1016.6,2489.94
2017,1,10,23,0,0,10.85,,9.2,1016.6,2079.16
2017,1,11,0,0,0,10.65,,8.1,1016.8,1727.31
2017,1,11,1,0,0,10.65,,8.1,1016.8,1561.28
2017,1,11,2,0,0,10.65,,8.1,1016.8,1480.18
2017,1,11,3,0,0,10.65,,8.1,1016.8,1453.82
2017,1,11,4,0,0,10.65,,8.1,1016.8,1508.99
2017,1,11,5,0,0,10.65,,8.1,1016.8,1791.61
2017,1,11,6,0,0,10.65,,8.1,1016.8,2471.06
2017,1,11,7,0,0,10.65,,8.1,1016.8,3197.25
2017,1,11,8,0,0,10.65,,8.1,1016.8,3572.08
2017,1,11,9,0,0,10.65,,8.1,1016.8,3804
2017,1,11,10,0,0,10.65,,8.1,1016.8,3907.16
2017,1,11,11,0,0,10.65,,8.1,1016.8,3731.1
2017,1,11,12,0,0,10.65,,8.1,1016.8,3533.02
2017,1,11,13,0,0,10.65,,8.1,1016.8,3126.07
2017,1,11,14,0,0,10.65,,8.1,1016.8,3079.84
2017,1,11,15,0,0,10.65,,8.1,1016.8,3031.83
2017,1,11,16,0,0,10.65,,8.1,1016.8,2994.03
2017,1,11,17,0,0,10.65,,8.1,1016.8,3128.46
2017,1,11,18,0,0,10.65,,8.1,1016.8,3398.59
2017,1,11,19,0,0,10.65,,8.1,1016.8,3342.98
2017,1,11,20,0,0,10.65,,8.1,1016.8,3183.9
2017,1,11,21,0,0,10.65,,8.1,1016.8,2882.19
2017,1,11,22,0,0,10.65,,8.1,1016.8,2594.88
2017,1,11,23,0,0,10.65,,8.1,1016.8,2148.12
2017,1,12,0,0,0,11.3,,6.7,1016.6,1833.95
2017,1,12,1,0,0,11.3,,6.7,1016.6,1644.94
2017,1,12,2,0,0,11.3,,6.7,1016.6,1557.54
2017,1,12,3,0,0,11.3,,6.7,1016.6,1521.15
2017,1,12,4,0,0,11.3,,6.7,1016.6,1575.51
2017,1,12,5,0,0,11.3,,6.7,1016.6,1836.28
2017,1,12,6,0,0,11.3,,6.7,1016.6,2525.53
2017,1,12,7,0,0,11.3,,6.7,1016.6,3164.81
2017,1,12,8,0,0,11.3,,6.7,1016.6,3530.44
2017,1,12,9,0,0,11.3,,6.7,1016.6,3724.88
2017,1,12,10,0,0,11.3,,6.7,1016.6,3935.1
2017,1,12,11,0,0,11.3,,6.7,1016.6,3754.33
2017,1,12,12,0,0,11.3,,6.7,1016.6,3519.99
2017,1,12,13,0,0,11.3,,6.7,1016.6,3143.79
2017,1,12,14,0,0,11.3,,6.7,1016.6,3032.51
2017,1,12,15,0,0,11.3,,6.7,1016.6,3062.36
2017,1,12,16,0,0,11.3,,6.7,1016.6,3025.61
2017,1,12,17,0,0,11.3,,6.7,1016.6,3183.34
2017,1,12,18,0,0,11.3,,6.7,1016.6,3485.13
2017,1,12,19,0,0,11.3,,6.7,1016.6,3423.11
2017,1,12,20,0,0,11.3,,6.7,1016.6,3207.62
2017,1,12,21,0,0,11.3,,6.7,1016.6,2926.5
2017,1,12,22,0,0,11.3,,6.7,1016.6,2681.7
2017,1,12,23,0,0,11.3,,6.7,1016.6,2248.81
2017,1,13,0,0,0,11.95,,3.9,1017.5,1833.95
2017,1,13,1,0,0,11.95,,3.9,1017.5,1644.94
2017,1,13,2,0,0,11.95,,3.9,1017.5,1557.54
2017,1,13,3,0,0,11.95,,3.9,1017.5,1521.15
2017,1,13,4,0,0,11.95,,3.9,1017.5,1575.51
2017,1,13,5,0,0,11.95,,3.9,1017.5,1836.28
2017,1,13,6,0,0,11.95,,3.9,1017.5,2525.53
2017,1,13,7,0,0,11.95,,3.9,1017.5,3164.81
2017,1,13,8,0,0,11.95,,3.9,1017.5,3530.44
2017,1,13,9,0,0,11.95,,3.9,1017.5,3724.88
2017,1,13,10,0,0,11.95,,3.9,1017.5,3935.1
2017,1,13,11,0,0,11.95,,3.9,1017.5,3952.32
2017,1,13,12,0,0,11.95,,3.9,1017.5,3787.49
2017,1,13,13,0,0,11.95,,3.9,1017.5,3323.96
2017,1,13,14,0,0,11.95,,3.9,1017.5,3161.66
2017,1,13,15,0,0,11.95,,3.9,1017.5,3062.6
2017,1,13,16,0,0,11.95,,3.9,1017.5,3022.4
2017,1,13,17,0,0,11.95,,3.9,1017.5,3189.9
2017,1,13,18,0,0,11.95,,3.9,1017.5,3482.74
2017,1,13,19,0,0,11.95,,3.9,1017.5,3433.98
2017,1,13,20,0,0,11.95,,3.9,1017.5,3173.55
2017,1,13,21,0,0,11.95,,3.9,1017.5,2900.86
2017,1,13,22,0,0,11.95,,3.9,1017.5,2629.69
2017,1,13,23,0,0,11.95,,3.9,1017.5,2245.14
2017,1,14,0,1,0,12.7,,5.8,1018.7,1917.28
2017,1,14,1,1,0,12.7,,5.8,1018.7,1691.8
2017,1,14,2,1,0,12.7,,5.8,1018.7,1598.21
2017,1,14,3,1,0,12.7,,5.8,1018.7,1549.09
2017,1,14,4,1,0,12.7,,5.8,1018.7,1596.92
2017,1,14,5,1,0,12.7,,5.8,1018.7,1841.62
2017,1,14,6,1,0,12.7,,5.8,1018.7,2405.15
2017,1,14,7,1,0,12.7,,5.8,1018.7,3059.14
2017,1,14,8,1,0,12.7,,5.8,1018.7,3574.55
2017,1,14,9,1,0,12.7,,5.8,1018.7,3756.68
2017,1,14,10,1,0,12.7,,5.8,1018.7,3883.21
2017,1,14,11,1,0,12.7,,5.8,1018.7,3883.83
2017,1,14,12,1,0,12.7,,5.8,1018.7,3480.43
2017,1,14,13,1,0,12.7,,5.8,1018.7,3052.53
2017,1,14,14,1,0,12.7,,5.8,1018.7,2940.39
2017,1,14,15,1,0,12.7,,5.8,1018.7,2874.05
2017,1,14,16,1,0,12.7,,5.8,1018.7,2834.17
2017,1,14,17,1,0,12.7,,5.8,1018.7,2985.65
2017,1,14,18,1,0,12.7,,5.8,1018.7,3243.56
2017,1,14,19,1,0,12.7,,5.8,1018.7,3226.94
2017,1,14,20,1,0,12.7,,5.8,1018.7,3061.17
2017,1,14,21,1,0,12.7,,5.8,1018.7,2808.26
2017,1,14,22,1,0,12.7,,5.8,1018.7,2496.82
2017,1,14,23,1,0,12.7,,5.8,1018.7,2123.32
2017,1,15,0,1,0,16.35,,4.9,1018,1803.72
2017,1,15,1,1,0,16.35,,4.9,1018,1608.97
2017,1,15,2,1,0,16.35,,4.9,1018,1506.57
2017,1,15,3,1,0,16.35,,4.9,1018,1464.29
2017,1,15,4,1,0,16.35,,4.9,1018,1489.8
2017,1,15,5,1,0,16.35,,4.9,1018,1663.52
2017,1,15,6,1,0,16.35,,4.9,1018,2062.36
2017,1,15,7,1,0,16.35,,4.9,1018,2626.38
2017,1,15,8,1,0,16.35,,4.9,1018,3201.82
2017,1,15,9,1,0,16.35,,4.9,1018,3520.69
2017,1,15,10,1,0,16.35,,4.9,1018,3741.81
2017,1,15,11,1,0,16.35,,4.9,1018,3678.59
2017,1,15,12,1,0,16.35,,4.9,1018,3407.96
2017,1,15,13,1,0,16.35,,4.9,1018,2982.95
2017,1,15,14,1,0,16.35,,4.9,1018,2788.26
2017,1,15,15,1,0,16.35,,4.9,1018,2678.1
2017,1,15,16,1,0,16.35,,4.9,1018,2638.9
2017,1,15,17,1,0,16.35,,4.9,1018,2759.98
2017,1,15,18,1,0,16.35,,4.9,1018,3070.08
2017,1,15,19,1,0,16.35,,4.9,1018,3072.53
2017,1,15,20,1,0,16.35,,4.9,1018,2924.98
2017,1,15,21,1,0,16.35,,4.9,1018,2713.42
2017,1,15,22,1,0,16.35,,4.9,1018,2454.5
2017,1,15,23,1,0,16.35,,4.9,1018,2062.01
2017,1,16,0,0,0,13.2,,12.7,1017,1737.49
2017,1,16,1,0,0,13.2,,12.7,1017,1561.28
2017,1,16,2,0,0,13.2,,12.7,1017,1472.87
2017,1,16,3,0,0,13.2,,12.7,1017,1446.94
2017,1,16,4,0,0,13.2,,12.7,1017,1503.03
2017,1,16,5,0,0,13.2,,12.7,1017,1825.39
2017,1,16,6,0,0,13.2,,12.7,1017,2599.34
2017,1,16,7,0,0,13.2,,12.7,1017,3187.21
2017,1,16,8,0,0,13.2,,12.7,1017,3445.8
2017,1,16,9,0,0,13.2,,12.7,1017,3661.21
2017,1,16,10,0,0,13.2,,12.7,1017,3751.28
2017,1,16,11,0,0,13.2,,12.7,1017,3631.88
2017,1,16,12,0,0,13.2,,12.7,1017,3330.34
2017,1,16,13,0,0,13.2,,12.7,1017,3011.31
2017,1,16,14,0,0,13.2,,12.7,1017,2910.19
2017,1,16,15,0,0,13.2,,12.7,1017,2946.65
2017,1,16,16,0,0,13.2,,12.7,1017,2957.08
2017,1,16,17,0,0,13.2,,12.7,1017,3121.65
2017,1,16,18,0,0,13.2,,12.7,1017,3391.1
2017,1,16,19,0,0,13.2,,12.7,1017,3412.35
2017,1,16,20,0,0,13.2,,12.7,1017,3264.28
2017,1,16,21,0,0,13.2,,12.7,1017,2989.06
2017,1,16,22,0,0,13.2,,12.7,1017,2649.65
2017,1,16,23,0,0,13.2,,12.7,1017,2281.54
2017,1,17,0,0,0,10.4,,9.5,1018.6,1908.68
2017,1,17,1,0,0,10.4,,9.5,1018.6,1719.11
2017,1,17,2,0,0,10.4,,9.5,1018.6,1631.32
2017,1,17,3,0,0,10.4,,9.5,1018.6,1590.89
2017,1,17,4,0,0,10.4,,9.5,1018.6,1655.08
2017,1,17,5,0,0,10.4,,9.5,1018.6,1994.67
2017,1,17,6,0,0,10.4,,9.5,1018.6,2806.49
2017,1,17,7,0,0,10.4,,9.5,1018.6,3407.37
2017,1,17,8,0,0,10.4,,9.5,1018.6,3767.27
2017,1,17,9,0,0,10.4,,9.5,1018.6,3938.83
2017,1,17,10,0,0,10.4,,9.5,1018.6,4058.84
2017,1,17,11,0,0,10.4,,9.5,1018.6,3935.42
2017,1,17,12,0,0,10.4,,9.5,1018.6,3654.88
2017,1,17,13,0,0,10.4,,9.5,1018.6,3257.79
2017,1,17,14,0,0,10.4,,9.5,1018.6,3186.35
2017,1,17,15,0,0,10.4,,9.5,1018.6,3161.63
2017,1,17,16,0,0,10.4,,9.5,1018.6,3143.52
2017,1,17,17,0,0,10.4,,9.5,1018.6,3277.22
2017,1,17,18,0,0,10.4,,9.5,1018.6,3584.61
2017,1,17,19,0,0,10.4,,9.5,1018.6,3550.82
2017,1,17,20,0,0,10.4,,9.5,1018.6,3361.47
2017,1,17,21,0,0,10.4,,9.5,1018.6,3097.86
2017,1,17,22,0,0,10.4,,9.5,1018.6,2741.93
2017,1,17,23,0,0,10.4,,9.5,1018.6,2289.25
2017,1,18,0,0,0,11.85,,7,,1931.99
2017,1,18,1,0,0,11.85,,7,,1738.28
2017,1,18,2,0,0,11.85,,7,,1657.45
2017,1,18,3,0,0,11.85,,7,,1616.17
2017,1,18,4,0,0,11.85,,7,,1685.1
2017,1,18,5,0,0,11.85,,7,,2021.64
2017,1,18,6,0,0,11.85,,7,,2860.72
2017,1,18,7,0,0,11.85,,7,,3579.11
2017,1,18,8,0,0,11.85,,7,,3841.68
2017,1,18,9,0,0,11.85,,7,,3975.86
2017,1,18,10,0,0,11.85,,7,,4086.79
2017,1,18,11,0,0,11.85,,7,,3941.43
2017,1,18,12,0,0,11.85,,7,,3663.17
2017,1,18,13,0,0,11.85,,7,,3302.89
2017,1,18,14,0,0,11.85,,7,,3171.06
2017,1,18,15,0,0,11.85,,7,,3122.53
2017,1,18,16,0,0,11.85,,7,,3083.79
2017,1,18,17,0,0,11.85,,7,,3229.84
2017,1,18,18,0,0,11.85,,7,,3524.11
2017,1,18,19,0,0,11.85,,7,,3529.88
2017,1,18,20,0,0,11.85,,7,,3334.58
2017,1,18,21,0,0,11.85,,7,,3091.35
2017,1,18,22,0,0,11.85,,7,,2737.92
2017,1,18,23,0,0,11.85,,7,,2320.22
2017,1,19,0,0,0,12.95,,10.2,1022.9,1965.67
2017,1,19,1,0,0,12.95,,10.2,1022.9,1763.17
2017,1,19,2,0,0,12.95,,10.2,1022.9,1678.62
2017,1,19,3,0,0,12.95,,10.2,1022.9,1649.02
2017,1,19,4,0,0,12.95,,10.2,1022.9,1703.11
2017,1,19,5,0,0,12.95,,10.2,1022.9,2008.13
2017,1,19,6,0,0,12.95,,10.2,1022.9,2815.68
2017,1,19,7,0,0,12.95,,10.2,1022.9,3530.27
2017,1,19,8,0,0,12.95,,10.2,1022.9,3761.89
2017,1,19,9,0,0,12.95,,10.2,1022.9,3894.91
2017,1,19,10,0,0,12.95,,10.2,1022.9,4024.27
2017,1,19,11,0,0,12.95,,10.2,1022.9,3866.69
2017,1,19,12,0,0,12.95,,10.2,1022.9,3574.2
2017,1,19,13,0,0,12.95,,10.2,1022.9,3196.25
